"Step","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/saw/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/sin/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/square/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/triangle/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/saw/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/sin/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/square/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/triangle/train"
"16620","undefined","undefined","undefined","undefined","-2.618896746635437","-2.3663468837738035","-2.2552269458770753","-2.4098095178604124"
"16630","undefined","undefined","undefined","undefined","-2.613493013381958","-2.3462477207183836","-2.3282779455184937","-2.4457516193389894"
"16640","undefined","undefined","undefined","undefined","-2.6264778852462767","-2.3425878286361694","-2.3161787509918215","-2.4575567722320555"
"16650","undefined","undefined","undefined","undefined","-2.6432048797607424","-2.3500438690185548","-2.3000370502471923","-2.4560805559158325"
"16660","undefined","undefined","undefined","undefined","-2.659078049659729","-2.3484402656555177","-2.2719818353652954","-2.4673234701156614"
"16670","undefined","undefined","undefined","undefined","-2.6326428174972536","-2.3657928228378298","-2.260413908958435","-2.4480358123779298"
"16680","undefined","undefined","undefined","undefined","-2.658646512031555","-2.3561132907867433","-2.1704742908477783","-2.452201080322266"
"16690","undefined","undefined","undefined","undefined","-2.676754379272461","-2.3156450986862183","-2.293217968940735","-2.4237719058990477"
"16700","undefined","undefined","undefined","undefined","-2.6552652597427366","-2.2682619094848633","-2.3050745725631714","-2.4427135705947878"
"16710","undefined","undefined","undefined","undefined","-2.635822129249573","-2.258704090118408","-2.3457428216934204","-2.4628094673156737"
"16720","undefined","undefined","undefined","undefined","-2.6685739040374754","-2.325525093078613","-2.3397676944732666","-2.461018371582031"
"16730","undefined","undefined","undefined","undefined","-2.64340558052063","-2.338194417953491","-2.288029599189758","-2.4273688077926634"
"16740","undefined","undefined","undefined","undefined","-2.6699801206588747","-2.3469165086746218","-2.2257906675338743","-2.43328971862793"
"16750","undefined","undefined","undefined","undefined","-2.6564066648483275","-2.3575868368148805","-2.1672741413116454","-2.459771513938904"
"16760","undefined","undefined","undefined","undefined","-2.635649037361145","-2.3119744300842284","-2.2645155429840087","-2.4571910858154298"
"16770","undefined","undefined","undefined","undefined","-2.644257068634033","-2.3160112857818604","-2.2977495193481445","-2.4411590337753295"
"16780","undefined","undefined","undefined","undefined","-2.6534250497817995","-2.339171361923218","-2.239150810241699","-2.1999597787857055"
"16790","undefined","undefined","undefined","undefined","-2.6238078832626344","-2.3487566709518433","-2.208654057979584","-2.3970467805862428"
"16800","undefined","undefined","undefined","undefined","-2.629150652885437","-2.275826597213745","-2.1119335770606993","-2.4327820539474487"
"16810","undefined","undefined","undefined","undefined","-2.6318409919738768","-2.268706226348877","-2.3001492500305174","-2.4617035388946533"
"16820","undefined","undefined","undefined","undefined","-2.615381288528442","-2.3558135271072387","-2.420151686668396","-2.4786014795303344"
"16830","undefined","undefined","undefined","undefined","-2.650468635559082","-2.357220911979675","-2.425194001197815","-2.5085805892944335"
"16840","undefined","undefined","undefined","undefined","-2.6405843019485475","-2.217422604560852","-2.2857643365859985","-2.424297571182251"
"16850","undefined","undefined","undefined","undefined","-2.6802584409713743","-2.2753926277160645","-2.2206993103027344","-2.469925141334534"
"16860","undefined","undefined","undefined","undefined","-2.676783895492554","-2.295525407791138","-2.197866642475128","-2.4627607107162475"
"16870","undefined","undefined","undefined","undefined","-2.5688687562942505","-2.305695390701294","-2.164042329788208","-2.3742737054824827"
"16880","undefined","undefined","undefined","undefined","-2.5635544776916506","-2.369288778305054","-2.1422078132629396","-2.423751211166382"
"16890","undefined","undefined","undefined","undefined","-2.6540094137191774","-2.3688907861709594","-2.0858075976371766","-2.4516377687454223"
"16900","undefined","undefined","undefined","undefined","-2.7476354122161863","-2.3516287088394163","-2.1348541736602784","-2.457454252243042"
"16910","undefined","undefined","undefined","undefined","-2.734562373161316","-2.3620115995407103","-2.204713320732117","-2.487383794784546"
"16920","undefined","undefined","undefined","undefined","-2.6238888263702393","-2.3317531824111937","-2.1843587875366213","-2.438138461112976"
"16930","undefined","undefined","undefined","undefined","-2.7467970848083496","-2.3166480660438538","-2.2291376113891603","-2.4586689710617065"
"16940","undefined","undefined","undefined","undefined","-2.777468752861023","-2.3432132720947267","-2.3143014192581175","-2.4443855047225953"
"16950","undefined","undefined","undefined","undefined","-2.751788067817688","-2.3437936782836912","-2.333560562133789","-2.428330159187317"
"16960","undefined","undefined","undefined","undefined","-2.781187629699707","-2.356074404716492","-2.258739161491394","-2.438389801979065"
"16970","undefined","undefined","undefined","undefined","-2.7666067600250246","-2.355898308753967","-2.284109044075012","-2.444792103767395"
"16980","undefined","undefined","undefined","undefined","-2.7416974544525146","-2.3654297828674316","-2.316763091087341","-2.439142942428589"
"16990","undefined","undefined","undefined","undefined","-2.753578472137451","-2.3248878955841064","-2.2348832726478576","-2.432445240020752"
"17000","undefined","undefined","undefined","undefined","-2.7897156953811644","-2.342669701576233","-2.291213035583496","-2.4196783542633056"
"17010","undefined","undefined","undefined","undefined","-2.7192111253738402","-2.3695371627807615","-2.262185049057007","-2.427122211456299"
"17020","undefined","undefined","undefined","undefined","-2.7958308696746825","-2.3456706047058105","-2.261458897590637","-2.4584128141403196"
"17030","undefined","undefined","undefined","undefined","-2.76212055683136","-2.2517406940460205","-2.270045590400696","-2.4477465629577635"
"17040","undefined","undefined","undefined","undefined","-2.784871220588684","-2.334997320175171","-2.2790432453155516","-2.462676453590393"
"17050","undefined","undefined","undefined","undefined","-2.797982406616211","-2.3244691371917723","-2.269973564147949","-2.485040473937988"
"17060","undefined","undefined","undefined","undefined","-2.7373212337493897","-2.340957593917847","-2.239760708808899","-2.470338296890259"
"17070","undefined","undefined","undefined","undefined","-2.799268198013306","-2.3673426866531373","-2.3034720182418824","-2.459828281402588"
"17080","undefined","undefined","undefined","undefined","-2.783052754402161","-2.3678945541381835","-2.229135048389435","-2.461884593963623"
"17090","undefined","undefined","undefined","undefined","-2.764937996864319","-2.3285624980926514","-2.3039544820785522","-2.454977035522461"
"17100","undefined","undefined","undefined","undefined","-2.8070314645767214","-2.3070120573043824","-2.2542638421058654","-2.4386091947555544"
"17110","undefined","undefined","undefined","undefined","-2.7369778156280518","-2.338231682777405","-2.1320499777793884","-2.488142728805542"
"17120","undefined","undefined","undefined","undefined","-2.7341880798339844","-2.3160403966903687","-2.28701171875","-2.4736929178237914"
"17130","undefined","undefined","undefined","undefined","-2.834466004371643","-2.345156669616699","-2.2973170042037965","-2.4784778356552124"
"17140","undefined","undefined","undefined","undefined","-2.7632646560668945","-2.359710144996643","-2.2987611055374146","-2.458832836151123"
"17150","undefined","undefined","undefined","undefined","-2.7728061437606812","-2.3351366758346557","-2.325062394142151","-2.3896094083786013"
"17160","undefined","undefined","undefined","undefined","-2.824641728401184","-2.3215550661087034","-2.296858310699463","-2.4137434482574465"
"17170","undefined","undefined","undefined","undefined","-2.7569071769714357","-2.2964818239212037","-2.2759514331817625","-2.43607759475708"
"17180","undefined","undefined","undefined","undefined","-2.7809426307678224","-2.352385234832764","-2.3468045711517336","-2.437926721572876"
"17190","undefined","undefined","undefined","undefined","-2.77763454914093","-2.3500531196594237","-2.2408466577529906","-2.4764480113983156"
"17200","undefined","undefined","undefined","undefined","-2.7942798852920534","-2.3543443202972414","-2.253328466415405","-2.478653311729431"
"17210","undefined","undefined","undefined","undefined","-2.8028252124786377","-2.3119441747665403","-2.283620548248291","-2.496015930175781"
"17220","undefined","undefined","undefined","undefined","-2.8051246404647827","-2.310119366645813","-2.316591429710388","-2.441031002998352"
"17230","undefined","undefined","undefined","undefined","-2.772018885612488","-2.3751294374465943","-2.3727738857269287","-2.476212430000305"
"17240","undefined","undefined","undefined","undefined","-2.815833044052124","-2.3815088987350466","-2.3394213914871216","-2.4869885206222535"
"17250","undefined","undefined","undefined","undefined","-2.2747039079666136","-2.34190149307251","-2.3783497333526613","-2.475084686279297"
"17260","undefined","undefined","undefined","undefined","-1.8633882999420166","-2.3036255836486816","-2.3677072525024414","-2.4739070653915407"
"17270","undefined","undefined","undefined","undefined","-2.1875303626060485","-2.300854969024658","-2.334841513633728","-2.4591922998428344"
"17280","undefined","undefined","undefined","undefined","-2.403809070587158","-2.324453091621399","-2.0777956008911134","-2.492409181594849"
"17290","undefined","undefined","undefined","undefined","-2.514384627342224","-2.3573809623718263","-2.1542325615882874","-2.494824266433716"
"17300","undefined","undefined","undefined","undefined","-2.5803159713745116","-2.3402960777282713","-2.3383644104003904","-2.4640538930892943"
"17310","undefined","undefined","undefined","undefined","-2.522907042503357","-2.304297423362732","-2.3715834856033324","-2.442401146888733"
"17320","undefined","undefined","undefined","undefined","-2.500815510749817","-2.3301783323287966","-2.3766254663467405","-2.4271761178970337"
"17330","undefined","undefined","undefined","undefined","-2.4845751762390136","-2.32463915348053","-2.309787130355835","-2.391303563117981"
"17340","undefined","undefined","undefined","undefined","-2.5523204803466797","-2.2858609676361086","-2.2076060295104982","-2.3744808197021485"
"17350","undefined","undefined","undefined","undefined","-2.6036052227020265","-2.285319471359253","-2.28314323425293","-2.43478262424469"
"17360","undefined","undefined","undefined","undefined","-2.6704627752304075","-2.3172106027603148","-2.2719537258148192","-2.3890654325485228"
"17370","undefined","undefined","undefined","undefined","-2.5298895835876465","-2.3214284420013427","-2.328195905685425","-2.3874097585678102"
"17380","undefined","undefined","undefined","undefined","-2.5237784385681152","-2.3824573278427126","-2.2592349529266356","-2.472884440422058"
"17390","undefined","undefined","undefined","undefined","-2.6577444076538086","-2.371423935890198","-2.386590075492859","-2.4977367162704467"
"17400","undefined","undefined","undefined","undefined","-2.5735921382904055","-2.3362574100494387","-2.261241602897644","-2.4628752946853636"
"17410","undefined","undefined","undefined","undefined","-1.9584601759910583","-2.357218837738037","-2.341394877433777","-2.4282183170318605"
"17420","undefined","undefined","undefined","undefined","-2.2242828011512756","-2.352059078216553","-2.3738732814788817","-2.3979650735855103"
"17430","undefined","undefined","undefined","undefined","-2.312634539604187","-2.3238257646560667","-2.3139296531677247","-2.397133731842041"
"17440","undefined","undefined","undefined","undefined","-2.3251492023468017","-2.338829207420349","-2.3315783977508544","-2.4194459676742555"
"17450","undefined","undefined","undefined","undefined","-2.341970920562744","-2.356751275062561","-2.292292392253876","-2.466208076477051"
"17460","undefined","undefined","undefined","undefined","-2.4239012718200685","-2.3507137537002563","-2.169135880470276","-2.4668512105941773"
"17470","undefined","undefined","undefined","undefined","-2.523191285133362","-2.3369816541671753","-2.2995843410491945","-2.468555951118469"
"17480","undefined","undefined","undefined","undefined","-2.4880712985992433","-2.329456090927124","-2.3008414030075075","-2.4481358766555785"
"17490","undefined","undefined","undefined","undefined","-2.5353476285934446","-2.3151322841644286","-2.356475758552551","-2.470977854728699"
"17500","undefined","undefined","undefined","undefined","-2.4904432773590086","-2.3550318002700807","-2.331911253929138","-2.445853114128113"
"17510","undefined","undefined","undefined","undefined","-2.297793471813202","-2.365230941772461","-2.2768306493759156","-2.5041335582733155"
"17520","undefined","undefined","undefined","undefined","-2.4912213325500487","-2.3576735734939573","-2.359881949424744","-2.4666981220245363"
"17530","undefined","undefined","undefined","undefined","-2.5268399000167845","-2.2000954270362856","-2.3269800424575804","-2.4992699146270754"
"17540","undefined","undefined","undefined","undefined","-2.477959990501404","-2.066466212272644","-2.333272361755371","-2.4465977907180787"
"17550","undefined","undefined","undefined","undefined","-2.5855632781982423","-1.9469174981117248","-2.3139904975891112","-2.471828985214233"
"17560","undefined","undefined","undefined","undefined","-2.5064236640930178","-2.097135937213898","-2.3729464292526243","-2.452217960357666"
"17570","undefined","undefined","undefined","undefined","-2.5124149560928344","-2.1852390289306642","-2.3792490720748902","-2.4710556745529173"
"17580","undefined","undefined","undefined","undefined","-2.5695884943008425","-2.2387458801269533","-2.267047142982483","-2.4928965091705324"
"17590","undefined","undefined","undefined","undefined","-2.634820246696472","-2.278474283218384","-2.348269319534302","-2.4236467361450194"
"17600","undefined","undefined","undefined","undefined","-2.6799641370773317","-2.263730502128601","-2.3381587266921997","-2.4835663795471192"
"17610","undefined","undefined","undefined","undefined","-2.102370226383209","-2.2801795959472657","-2.2772792100906374","-2.48148090839386"
"17620","undefined","undefined","undefined","undefined","-2.1892061829566956","-2.2404999017715452","-2.214593291282654","-2.4915141820907594"
"17630","undefined","undefined","undefined","undefined","-2.3658588886260987","-2.2679041624069214","-2.070843684673309","-2.46947066783905"
"17640","undefined","undefined","undefined","undefined","-2.5043684005737306","-2.2893347263336183","-2.0629531383514403","-2.5021979093551634"
"17650","undefined","undefined","undefined","undefined","-2.5690470218658445","-2.274064779281616","-1.9808090209960938","-2.4974610567092896"
"17660","undefined","undefined","undefined","undefined","-2.526673173904419","-2.2290234684944155","-2.1241043329238893","-2.478857898712158"
"17670","undefined","undefined","undefined","undefined","-2.5340926885604858","-2.2765591621398924","-2.167128896713257","-2.4854156255722044"
"17680","undefined","undefined","undefined","undefined","-2.5296182870864867","-2.2783047437667845","-2.184436821937561","-2.467240595817566"
"17690","undefined","undefined","undefined","undefined","-2.5806829214096068","-2.280592703819275","-2.2612478971481322","-2.4626754999160765"
"17700","undefined","undefined","undefined","undefined","-2.539912986755371","-2.2952038526535032","-2.3323531627655028","-2.4918073415756226"
"17710","undefined","undefined","undefined","undefined","-2.5636791467666624","-2.239926242828369","-2.3306936025619507","-2.4999788999557495"
"17720","undefined","undefined","undefined","undefined","-2.596727705001831","-2.267939829826355","-2.3156445026397705","-2.489080047607422"
"17730","undefined","undefined","undefined","undefined","-2.636022996902466","-2.2358869552612304","-2.2800257444381713","-2.476102924346924"
"17740","undefined","undefined","undefined","undefined","-2.768219518661499","-2.246538281440735","-2.3013270139694213","-2.412683844566345"
"17750","undefined","undefined","undefined","undefined","-2.73514244556427","-2.295678806304932","-2.33785560131073","-2.445019340515137"
"17760","undefined","undefined","undefined","undefined","-2.5834072113037108","-2.2599690437316893","-2.219586968421936","-2.444636011123657"
"17770","undefined","undefined","undefined","undefined","-2.7431610584259034","-2.2624924421310424","-1.9072862267494202","-2.4244044542312624"
"17780","undefined","undefined","undefined","undefined","-2.7119630098342897","-2.2278645038604736","-1.8922542214393616","-2.4524858236312865"
"17790","undefined","undefined","undefined","undefined","-2.737510061264038","-2.261836385726929","-2.039413940906525","-2.485767459869385"
"17800","undefined","undefined","undefined","undefined","-2.690455412864685","-2.2695346593856813","-2.084176182746887","-2.4799156188964844"
"17810","undefined","undefined","undefined","undefined","-2.6739627599716185","-2.2593816757202148","-2.075137746334076","-2.518136715888977"
"17820","undefined","undefined","undefined","undefined","-2.747053289413452","-2.254901576042175","-2.0899539947509767","-2.486210799217224"
"17830","undefined","undefined","undefined","undefined","-2.476106584072113","-2.2269038200378417","-2.061487591266632","-2.511698293685913"
"17840","undefined","undefined","undefined","undefined","-2.4459685325622558","-2.234292221069336","-2.126315474510193","-2.5084095001220703"
"17850","undefined","undefined","undefined","undefined","-2.409032678604126","-2.2523237466812134","-2.1306893587112428","-2.460974025726318"
"17860","undefined","undefined","undefined","undefined","-2.4717862606048584","-2.2613716602325438","-2.001264727115631","-2.4443082571029664"
"17870","undefined","undefined","undefined","undefined","-2.500550079345703","-2.254969096183777","-2.0965007543563843","-2.468497085571289"
"17880","undefined","undefined","undefined","undefined","-2.5689908504486083","-2.2585219621658323","-2.092263960838318","-2.463133692741394"
"17890","undefined","undefined","undefined","undefined","-2.6467971086502073","-2.2534404754638673","-2.067505931854248","-2.421540355682373"
"17900","undefined","undefined","undefined","undefined","-2.6710756540298464","-2.2792613029479982","-2.102685797214508","-2.3516382217407226"
"17910","undefined","undefined","undefined","undefined","-2.7747294425964357","-2.268364953994751","-2.2584213972091676","-2.4001178979873656"
"17920","undefined","undefined","undefined","undefined","-2.6993302583694456","-2.2506667375564575","-2.3035293102264403","-2.4225403308868407"
"17930","undefined","undefined","undefined","undefined","-2.540628123283386","-2.2976112842559813","-2.3295716524124144","-2.4533013343811034"
"17940","undefined","undefined","undefined","undefined","-2.6260042905807497","-2.274011993408203","-2.1842381834983824","-2.43115656375885"
"17950","undefined","undefined","undefined","undefined","-2.6782981395721435","-2.243444728851318","-2.123321270942688","-2.5000988960266115"
"17960","undefined","undefined","undefined","undefined","-2.6062344312667847","-2.248709964752197","-1.8449636816978454","-2.527249002456665"
"17970","undefined","undefined","undefined","undefined","-2.6401886701583863","-2.2501258134841917","-2.013354516029358","-2.5083703994750977"
"17980","undefined","undefined","undefined","undefined","-2.518192672729492","-2.233999013900757","-2.1765372514724732","-2.527599406242371"
"17990","undefined","undefined","undefined","undefined","-2.6101035833358766","-2.274312710762024","-2.1404762506484984","-2.520975923538208"
"18000","undefined","undefined","undefined","undefined","-2.6144112825393675","-2.243467426300049","-2.150949501991272","-2.5183937549591064"
"18010","undefined","undefined","undefined","undefined","-2.5076334714889525","-2.221884751319885","-2.1942281484603883","-2.5042457818984984"
"18020","undefined","undefined","undefined","undefined","-2.5216396331787108","-2.213731551170349","-2.1236488819122314","-2.476207065582275"
"18030","undefined","undefined","undefined","undefined","-2.489082598686218","-2.1992326974868774","-2.270716667175293","-2.5242259740829467"
"18040","undefined","undefined","undefined","undefined","-2.549611711502075","-2.2369115352630615","-2.256280446052551","-2.4990487813949587"
"18050","undefined","undefined","undefined","undefined","-2.4927526235580446","-2.241551470756531","-2.177468550205231","-2.4910222768783568"
"18060","undefined","undefined","undefined","undefined","-2.63775429725647","-2.3088743686676025","-2.329199934005737","-2.4244112014770507"
"18070","undefined","undefined","undefined","undefined","-2.669025158882141","-2.233551096916199","-2.260024440288544","-2.367848539352417"
"18080","undefined","undefined","undefined","undefined","-2.54548716545105","-2.2270095109939576","-2.3244359254837037","-2.4716763734817504"
"18090","undefined","undefined","undefined","undefined","-2.645826292037964","-2.2780852556228637","-2.299544322490692","-2.539859080314636"
"18100","undefined","undefined","undefined","undefined","-2.5727513790130616","-2.253263521194458","-2.0611016869544985","-2.5105518817901613"
"18110","undefined","undefined","undefined","undefined","-2.6375092029571534","-2.2810455560684204","-2.237095391750336","-2.499691963195801"
"18120","undefined","undefined","undefined","undefined","-2.6363374471664427","-2.261515665054321","-2.310813236236572","-2.3303699493408203"
"18130","undefined","undefined","undefined","undefined","-2.564536285400391","-2.2295036554336547","-2.4215899229049684","-2.2338263511657717"
"18140","undefined","undefined","undefined","undefined","-2.6351871728897094","-2.1952642440795898","-2.2290694236755373","-2.3921487808227537"
"18150","undefined","undefined","undefined","undefined","-2.667039728164673","-2.2420849561691285","-2.1910975694656374","-2.4899344444274902"
"18160","undefined","undefined","undefined","undefined","-2.683724594116211","-2.275145673751831","-2.19778368473053","-2.4786602735519407"
"18170","undefined","undefined","undefined","undefined","-2.5009570837020876","-2.2818395137786864","-2.3187533617019653","-2.4954833030700683"
"18180","undefined","undefined","undefined","undefined","-2.664398980140686","-2.228561449050903","-2.3178346157073975","-2.5043014764785765"
"18190","undefined","undefined","undefined","undefined","-2.6663846731185914","-2.243548560142517","-2.3805434703826904","-2.4925575733184813"
"18200","undefined","undefined","undefined","undefined","-2.633558678627014","-2.254322719573975","-2.3121766328811644","-2.500071620941162"
"18210","undefined","undefined","undefined","undefined","-2.668856453895569","-2.2461357951164245","-2.162585473060608","-2.4830416202545167"
"18220","undefined","undefined","undefined","undefined","-2.6024196624755858","-2.259942388534546","-2.1471751809120176","-2.509894776344299"
"18230","undefined","undefined","undefined","undefined","-2.6103869915008544","-2.270344877243042","-2.2203733682632447","-2.543240213394165"
"18240","undefined","undefined","undefined","undefined","-2.7143353462219237","-2.2918588161468505","-2.35121750831604","-2.474344348907471"
"18250","undefined","undefined","undefined","undefined","-2.636587619781494","-2.253729057312012","-2.3174901485443113","-2.522159767150879"
"18260","undefined","undefined","undefined","undefined","-2.5975982427597044","-2.252420926094055","-2.015058863162994","-2.4888349294662477"
"18270","undefined","undefined","undefined","undefined","-2.629893684387207","-2.2338147163391113","-2.092755746841431","-2.359717321395874"
"18280","undefined","undefined","undefined","undefined","-2.691448211669922","-2.238282656669617","-2.161518406867981","-2.2365074872970583"
"18290","undefined","undefined","undefined","undefined","-2.6456403970718383","-2.2528916597366333","-2.196821904182434","-2.4113150358200075"
"18300","undefined","undefined","undefined","undefined","-2.7012603521347045","-2.2470288991928102","-2.297239398956299","-2.4849475860595702"
"18310","undefined","undefined","undefined","undefined","-2.6055068731307984","-2.214530658721924","-2.2899964809417725","-2.5539641857147215"
"18320","undefined","undefined","undefined","undefined","-2.715958857536316","-2.232265591621399","-2.2828361988067627","-2.568571615219116"
"18330","undefined","undefined","undefined","undefined","-2.6774991750717163","-2.253709101676941","-2.219502627849579","-2.585918092727661"
"18340","undefined","undefined","undefined","undefined","-2.6424800872802736","-2.2450960874557495","-2.233005738258362","-2.5461060285568236"
"18350","undefined","undefined","undefined","undefined","-2.6774422407150267","-2.2368042349815367","-2.289925694465637","-2.591119074821472"
"18360","undefined","undefined","undefined","undefined","-2.690526747703552","-2.2894779443740845","-2.2738892793655396","-2.6030105352401733"
"18370","undefined","undefined","undefined","undefined","-2.6787702322006224","-2.2462695837020874","-2.2793527364730837","-2.5842552900314333"
"18380","undefined","undefined","undefined","undefined","-2.653595542907715","-2.145235562324524","-2.2760517835617065","-2.5334773302078246"
"18390","undefined","undefined","undefined","undefined","-2.6952006816864014","-2.206569182872772","-2.3409469604492186","-2.57134370803833"
"18400","undefined","undefined","undefined","undefined","-2.6835522174835207","-2.2831079959869385","-2.193170964717865","-2.566895079612732"
"18410","undefined","undefined","undefined","undefined","-2.6627350091934203","-2.289975380897522","-2.277140498161316","-2.499463152885437"
"18420","undefined","undefined","undefined","undefined","-2.6813613414764403","-2.2751549005508425","-2.303782892227173","-2.479449200630188"
"18430","undefined","undefined","undefined","undefined","-2.706463122367859","-2.232106852531433","-2.343722367286682","-2.5539968729019167"
"18440","undefined","undefined","undefined","undefined","-2.6232718944549562","-2.1850062370300294","-2.271881651878357","-2.560837459564209"
"18450","undefined","undefined","undefined","undefined","-2.7262208461761475","-2.1905134677886964","-2.368670392036438","-2.5500862836837768"
"18460","undefined","undefined","undefined","undefined","-2.6868043661117555","-2.2304696559906008","-2.2308210849761965","-2.5673481225967407"
"18470","undefined","undefined","undefined","undefined","-2.7072322845458983","-2.257070207595825","-2.269572877883911","-2.5229241847991943"
"18480","undefined","undefined","undefined","undefined","-2.6905349493026733","-2.274570441246033","-2.3313085079193114","-2.519652771949768"
"18490","undefined","undefined","undefined","undefined","-2.65504047870636","-2.2417300939559937","-2.3228052377700807","-2.561950135231018"
"18500","undefined","undefined","undefined","undefined","-2.7483593225479126","-2.2041808009147643","-2.2987802028656006","-2.525913858413696"
"18510","undefined","undefined","undefined","undefined","-2.6373128414154055","-2.232384133338928","-2.0161749958992004","-2.538722109794617"
"18520","undefined","undefined","undefined","undefined","-2.7172200441360475","-2.283738303184509","-2.2125030517578126","-2.5875924587249757"
"18530","undefined","undefined","undefined","undefined","-2.7218798875808714","-2.282282900810242","-2.278102684020996","-2.5785194635391235"
"18540","undefined","undefined","undefined","undefined","-2.6965394020080566","-2.233832311630249","-2.32923846244812","-2.590212869644165"
"18550","undefined","undefined","undefined","undefined","-2.705836820602417","-2.148985743522644","-2.402864599227905","-2.517616844177246"
"18560","undefined","undefined","undefined","undefined","-2.697458815574646","-2.2222269773483276","-2.414080262184143","-2.572809362411499"
"18570","undefined","undefined","undefined","undefined","-2.6917174577713014","-2.2425047397613525","-2.4302361965179444","-2.449470067024231"
"18580","undefined","undefined","undefined","undefined","-2.7277339220047","-2.1793598532676697","-2.4342974424362183","-2.497085356712341"
"18590","undefined","undefined","undefined","undefined","-2.7098832368850707","-2.2227256059646607","-2.4297785997390746","-2.5696242332458494"
"18600","undefined","undefined","undefined","undefined","-2.71255304813385","-2.2487817287445067","-2.424489402770996","-2.5210354328155518"
"18610","undefined","undefined","undefined","undefined","-2.69908983707428","-2.233658266067505","-2.447192430496216","-2.510116362571716"
"18620","undefined","undefined","undefined","undefined","-2.71830735206604","-2.180321824550629","-1.9067469120025635","-2.522329068183899"
"18630","undefined","undefined","undefined","undefined","-2.699963402748108","-2.179077351093292","-2.006464898586273","-2.565788197517395"
"18640","undefined","undefined","undefined","undefined","-2.7355022192001344","-2.2461599111557007","-2.195852446556091","-2.6012975692749025"
"18650","undefined","undefined","undefined","undefined","-2.7395748615264894","-2.295031523704529","-2.1440205454826353","-2.607274603843689"
"18660","undefined","undefined","undefined","undefined","-2.6432765245437624","-2.256880211830139","-2.2407827377319336","-2.625139927864075"
"18670","undefined","undefined","undefined","undefined","-2.6974360942840576","-2.2004228115081785","-2.326419496536255","-2.576890540122986"
"18680","undefined","undefined","undefined","undefined","-2.7567803621292115","-2.239053177833557","-2.350801134109497","-2.4235140800476076"
"18690","undefined","undefined","undefined","undefined","-2.7457650899887085","-2.2367835879325866","-2.274352478981018","-2.4250496864318847"
"18700","undefined","undefined","undefined","undefined","-2.7086313247680662","-2.2844413042068483","-2.1682082533836367","-2.5372875452041628"
"18710","undefined","undefined","undefined","undefined","-2.715994644165039","-2.2921088457107546","-2.2750430345535277","-2.5554122924804688"
"18720","undefined","undefined","undefined","undefined","-2.735349154472351","-2.2411252737045286","-2.2636906623840334","-2.5711185216903685"
"18730","undefined","undefined","undefined","undefined","-2.7148128032684324","-2.229491984844208","-2.3328389644622805","-2.5330618381500245"
"18740","undefined","undefined","undefined","undefined","-2.7274277448654174","-2.2451297283172607","-2.326809287071228","-2.5774479627609255"
"18750","undefined","undefined","undefined","undefined","-2.7466259479522703","-2.269467496871948","-2.382091236114502","-2.4878028631210327"
"18760","undefined","undefined","undefined","undefined","-2.753169322013855","-2.2690387964248657","-2.2572158098220827","-2.4158212661743166"
"18770","undefined","undefined","undefined","undefined","-2.7163554668426513","-2.2625704169273377","-2.3441705226898195","-2.2908761143684386"
"18780","undefined","undefined","undefined","undefined","-2.7023199796676636","-2.2420528650283815","-2.426858067512512","-2.380132794380188"
"18790","undefined","undefined","undefined","undefined","-2.7089119434356688","-2.2201151132583616","-2.3490293979644776","-2.4302337408065795"
"18800","undefined","undefined","undefined","undefined","-2.7050335884094237","-2.2470848083496096","-2.151255762577057","-2.5099297761917114"
"18810","undefined","undefined","undefined","undefined","-2.736779522895813","-2.2372549057006834","-2.3167613983154296","-2.5825868368148805"
"18820","undefined","undefined","undefined","undefined","-2.757001042366028","-2.257281446456909","-2.3057925939559936","-2.6000072717666627"
"18830","undefined","undefined","undefined","undefined","-2.745805501937866","-2.2958535671234133","-2.354190707206726","-2.618932676315308"
"18840","undefined","undefined","undefined","undefined","-2.744114303588867","-2.252783203125","-2.3033578872680662","-2.57742326259613"
"18850","undefined","undefined","undefined","undefined","-2.7072139739990235","-2.243942904472351","-2.389052414894104","-2.450975275039673"
"18860","undefined","undefined","undefined","undefined","-2.7196532011032106","-2.2850093603134156","-2.405433750152588","-2.3974037885665895"
"18870","undefined","undefined","undefined","undefined","-2.7520949602127076","-2.237010192871094","-2.382280135154724","-2.4518062114715575"
"18880","undefined","undefined","undefined","undefined","-2.7555919885635376","-2.1908812284469605","-2.3710428953170775","-2.4709457874298097"
"18890","undefined","undefined","undefined","undefined","-2.750305247306824","-2.273798418045044","-2.2177295804023744","-2.4754876375198362"
"18900","undefined","undefined","undefined","undefined","-2.7269907712936403","-2.3257071733474732","-2.3145369052886964","-2.4724109888076784"
"18910","undefined","undefined","undefined","undefined","-2.7677253246307374","-2.199826490879059","-2.3604748964309694","-2.469015908241272"
