"Step","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/saw/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/sin/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/square/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/triangle/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/saw/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/sin/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/square/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/triangle/train"
"69010","undefined","undefined","undefined","undefined","-3.6655423164367678","-3.9499446392059325","-3.0497714042663575","-3.3724522829055785"
"69020","undefined","undefined","undefined","undefined","-3.668291163444519","-3.9961295127868652","-2.8993574142456056","-3.335621213912964"
"69030","undefined","undefined","undefined","undefined","-3.6480427742004395","-4.004329180717468","-2.9972519874572754","-3.2518524646759035"
"69040","undefined","undefined","undefined","undefined","-3.6865038871765137","-4.0315698146820065","-2.9689210176467897","-3.297574591636658"
"69050","undefined","undefined","undefined","undefined","-3.7292689085006714","-3.960118317604065","-3.0309279918670655","-3.3354010820388793"
"69060","undefined","undefined","undefined","undefined","-3.73273766040802","-4.020155382156372","-3.0249751806259155","-3.328361964225769"
"69070","undefined","undefined","undefined","undefined","-3.6969687938690186","-3.8935036659240723","-3.092674231529236","-3.4156277656555174"
"69080","undefined","undefined","undefined","undefined","-3.7410755157470703","-4.0524884223937985","-3.08728449344635","-3.3133697271347047"
"69090","undefined","undefined","undefined","undefined","-3.7368694067001345","-4.014442801475525","-3.0268304109573365","-3.320803141593933"
"69100","undefined","undefined","undefined","undefined","-3.6710084199905397","-3.923731255531311","-2.9388575315475465","-3.2899311065673826"
"69110","undefined","undefined","undefined","undefined","-3.7027251958847045","-3.947528076171875","-3.0367748498916627","-3.297701525688171"
"69120","undefined","undefined","undefined","undefined","-3.7190209865570067","-4.085451197624207","-2.8244081258773805","-3.360620355606079"
"69130","undefined","undefined","undefined","undefined","-3.7319910526275635","-4.099342036247253","-2.7718422174453736","-3.3850507974624633"
"69140","undefined","undefined","undefined","undefined","-3.66885621547699","-4.126957178115845","-2.873637580871582","-3.365961265563965"
"69150","undefined","undefined","undefined","undefined","-3.7004098892211914","-4.129149699211121","-3.0148415088653566","-3.4052859783172607"
"69160","undefined","undefined","undefined","undefined","-3.747350287437439","-4.120150303840637","-2.999176859855652","-3.3550381898880004"
"69170","undefined","undefined","undefined","undefined","-3.716218376159668","-4.174408054351806","-2.9838659048080443","-3.3440922021865847"
"69180","undefined","undefined","undefined","undefined","-3.7111135005950926","-4.133413457870484","-2.9401188135147094","-3.335249352455139"
"69190","undefined","undefined","undefined","undefined","-3.7182703733444216","-4.121402454376221","-2.9766887426376343","-3.362048697471619"
"69200","undefined","undefined","undefined","undefined","-3.719919729232788","-4.137533378601074","-2.950457787513733","-3.3852845668792724"
"69210","undefined","undefined","undefined","undefined","-3.6923349618911745","-4.125072073936463","-2.8911147594451903","-3.343331718444824"
"69220","undefined","undefined","undefined","undefined","-3.621249270439148","-4.159576654434204","-2.7982818126678466","-3.379577612876892"
"69230","undefined","undefined","undefined","undefined","-3.714143085479736","-4.145834159851074","-2.9599252462387087","-3.327191781997681"
"69240","undefined","undefined","undefined","undefined","-3.6780715703964235","-4.130450630187989","-2.9923160314559936","-3.3822229385375975"
"69250","undefined","undefined","undefined","undefined","-3.6992372035980225","-4.105894446372986","-3.004714584350586","-3.3748502016067503"
"69260","undefined","undefined","undefined","undefined","-3.696661877632141","-4.162453460693359","-3.048172187805176","-3.4080648899078367"
"69270","undefined","undefined","undefined","undefined","-3.7063553810119627","-4.1693061828613285","-3.01360137462616","-3.3902166843414308"
"69280","undefined","undefined","undefined","undefined","-3.7327240467071534","-4.142304277420044","-2.9041439294815063","-3.3728814125061035"
"69290","undefined","undefined","undefined","undefined","-3.745520035425822","-4.15446933110555","-2.940240263938904","-3.3588962952295938"
"69300","undefined","undefined","undefined","undefined","-3.712475228309631","-4.168271541595459","-2.9156293630599976","-3.386567997932434"
"69310","undefined","undefined","undefined","undefined","-3.6927762031555176","-4.187787914276123","-2.9431267738342286","-3.3799341678619386"
"69320","undefined","undefined","undefined","undefined","-3.688239002227783","-4.152509975433349","-2.965790796279907","-3.379383111000061"
"69330","undefined","undefined","undefined","undefined","-3.7015567064285277","-4.154339456558228","-2.980005693435669","-3.3982484340667725"
"69340","undefined","undefined","undefined","undefined","-3.6760968208312987","-4.146165657043457","-2.95256245136261","-3.380890130996704"
"69350","undefined","undefined","undefined","undefined","-3.7199676513671873","-4.179215574264527","-2.916787600517273","-3.4173155546188356"
"69360","undefined","undefined","undefined","undefined","-3.7256894588470457","-4.16110258102417","-3.0085718631744385","-3.379110407829285"
"69370","undefined","undefined","undefined","undefined","-3.7412859916687013","-4.075912523269653","-2.9786805629730226","-3.3080561876297"
"69380","undefined","undefined","undefined","undefined","-3.716669130325317","-4.04848415851593","-2.9902355432510377","-3.299599313735962"
"69390","undefined","undefined","undefined","undefined","-3.7143508911132814","-4.121454453468322","-2.9963388442993164","-3.1949726819992064"
"69400","undefined","undefined","undefined","undefined","-3.719284415245056","-4.1123357057571415","-2.9912348985671997","-3.311159920692444"
"69410","undefined","undefined","undefined","undefined","-3.754874563217163","-4.137888431549072","-2.9802433967590334","-3.3047420263290403"
"69420","undefined","undefined","undefined","undefined","-3.765924644470215","-4.1168347835540775","-3.0041125059127807","-3.3740872621536253"
"69430","undefined","undefined","undefined","undefined","-3.753071355819702","-4.121808862686157","-2.93211829662323","-3.360419273376465"
"69440","undefined","undefined","undefined","undefined","-3.7401777505874634","-4.156008648872375","-2.9669519424438477","-3.337376618385315"
"69450","undefined","undefined","undefined","undefined","-3.70666983127594","-4.1674416065216064","-3.0073843479156492","-3.3754528999328612"
"69460","undefined","undefined","undefined","undefined","-3.73421368598938","-4.159281921386719","-3.0059045791625976","-3.3178038597106934"
"69470","undefined","undefined","undefined","undefined","-3.762340950965881","-4.104940104484558","-3.0207696914672852","-3.300291895866394"
"69480","undefined","undefined","undefined","undefined","-3.725974464416504","-4.153985595703125","-3.014485573768616","-3.279521918296814"
"69490","undefined","undefined","undefined","undefined","-3.73327522277832","-4.134961557388306","-3.0019325733184816","-3.1878541469573975"
"69500","undefined","undefined","undefined","undefined","-3.714278316497803","-4.118078660964966","-3.007181262969971","-3.2890960931777955"
"69510","undefined","undefined","undefined","undefined","-3.747515916824341","-4.146027827262879","-3.0400624752044676","-3.38982515335083"
"69520","undefined","undefined","undefined","undefined","-3.7702790975570677","-4.142320346832276","-3.0801515340805055","-3.2526622772216798"
"69530","undefined","undefined","undefined","undefined","-3.7583972454071044","-4.173121356964112","-3.0302600383758547","-3.369943356513977"
"69540","undefined","undefined","undefined","undefined","-3.7519763231277468","-4.152684926986694","-2.9748751163482665","-3.3088272333145143"
"69550","undefined","undefined","undefined","undefined","-3.7499353647232057","-4.1709400653839115","-2.867882418632507","-3.045545983314514"
"69560","undefined","undefined","undefined","undefined","-3.7468841552734373","-4.127000141143799","-2.8896844148635865","-3.240156555175781"
"69570","undefined","undefined","undefined","undefined","-3.7579154491424562","-4.165226030349731","-2.997360920906067","-3.243276047706604"
"69580","undefined","undefined","undefined","undefined","-3.7710702657699584","-4.1645293712615965","-2.9412777423858643","-3.322803020477295"
"69590","undefined","undefined","undefined","undefined","-3.7347838163375853","-4.147005939483643","-3.017313003540039","-3.357405257225037"
"69600","undefined","undefined","undefined","undefined","-3.724800872802734","-4.172346830368042","-3.0030834913253783","-3.3868826389312745"
"69610","undefined","undefined","undefined","undefined","-3.723342227935791","-4.14129409790039","-3.020976161956787","-3.350506806373596"
"69620","undefined","undefined","undefined","undefined","-3.754345917701721","-4.156257176399231","-2.8984481573104857","-3.3410845518112184"
"69630","undefined","undefined","undefined","undefined","-3.7582313060760497","-4.224296569824219","-3.014115238189697","-3.331630253791809"
"69640","undefined","undefined","undefined","undefined","-3.758584499359131","-4.12887225151062","-3.0807454109191896","-3.3216421127319338"
"69650","undefined","undefined","undefined","undefined","-3.7732351541519167","-4.104276180267334","-3.013157510757446","-3.340972590446472"
"69660","undefined","undefined","undefined","undefined","-3.7628933429718017","-4.2062912940979","-2.948362374305725","-3.3622181892395018"
"69670","undefined","undefined","undefined","undefined","-3.7402368068695067","-4.20336332321167","-2.952551746368408","-3.3122530937194825"
"69680","undefined","undefined","undefined","undefined","-3.742999720573425","-4.158104085922242","-3.0000924587249758","-3.368065071105957"
"69690","undefined","undefined","undefined","undefined","-3.767385220527649","-4.189487028121948","-3.0214433908462524","-3.3280624866485597"
"69700","undefined","undefined","undefined","undefined","-3.772188401222229","-4.178026485443115","-3.056784510612488","-3.3592134714126587"
"69710","undefined","undefined","undefined","undefined","-3.770933175086975","-4.210498952865601","-2.9032418727874756","-3.2780706167221068"
"69720","undefined","undefined","undefined","undefined","-3.76873459815979","-4.177209329605103","-2.930815649032593","-3.3241735219955446"
"69730","undefined","undefined","undefined","undefined","-3.750882077217102","-4.1279888391494755","-3.004764366149902","-3.377173328399658"
"69740","undefined","undefined","undefined","undefined","-3.7099499464035035","-4.174348020553589","-3.0061203241348267","-3.35519483089447"
"69750","undefined","undefined","undefined","undefined","-3.7638166427612303","-4.168279838562012","-3.002953577041626","-3.0978331565856934"
"69760","undefined","undefined","undefined","undefined","-3.769730305671692","-4.19304928779602","-2.964835858345032","-3.0617488622665405"
"69770","undefined","undefined","undefined","undefined","-3.7884024143218995","-4.156513786315918","-3.0131480216979982","-3.1461218118667604"
"69780","undefined","undefined","undefined","undefined","-3.7404582500457764","-4.186987400054932","-2.985920524597168","-3.2910197734832765"
"69790","undefined","undefined","undefined","undefined","-3.777594041824341","-4.199735498428344","-2.538404035568237","-3.374033570289612"
"69800","undefined","undefined","undefined","undefined","-3.757930135726929","-4.187825012207031","-2.763326907157898","-3.4284008502960206"
"69810","undefined","undefined","undefined","undefined","-3.7425469636917112","-4.176943826675415","-2.7961700677871706","-3.214546966552734"
"69820","undefined","undefined","undefined","undefined","-3.750364899635315","-4.20971040725708","-2.889325499534607","-3.245361638069153"
"69830","undefined","undefined","undefined","undefined","-3.7294949531555175","-4.149278712272644","-2.8595433950424196","-3.3335253238677978"
"69840","undefined","undefined","undefined","undefined","-3.708902955055237","-4.142245960235596","-2.903952622413635","-3.359651803970337"
"69850","undefined","undefined","undefined","undefined","-3.7202499866485597","-4.1829140186309814","-2.8648574352264404","-3.375148606300354"
"69860","undefined","undefined","undefined","undefined","-3.7198429107666016","-4.182620286941528","-2.954690766334534","-3.400239849090576"
"69870","undefined","undefined","undefined","undefined","-3.746217441558838","-4.207048130035401","-2.974035048484802","-3.3509066104888916"
"69880","undefined","undefined","undefined","undefined","-3.7575960636138914","-4.213231134414673","-3.0629022836685182","-3.3852447271347046"
"69890","undefined","undefined","undefined","undefined","-3.7755070686340333","-4.191170883178711","-3.058124566078186","-3.329243230819702"
"69900","undefined","undefined","undefined","undefined","-3.7450669527053835","-4.210935354232788","-3.0774646043777465","-3.099851059913635"
"69910","undefined","undefined","undefined","undefined","-3.7624213695526123","-4.2045715808868405","-3.1166781902313234","-3.0953596115112303"
"69920","undefined","undefined","undefined","undefined","-3.6149349927902223","-4.183995532989502","-3.1001238584518434","-3.304890990257263"
"69930","undefined","undefined","undefined","undefined","-3.6811420917510986","-4.136328005790711","-3.1032567024230957","-3.3430145025253295"
"69940","undefined","undefined","undefined","undefined","-3.7079150438308717","-4.194571495056152","-2.987192392349243","-3.3718003034591675"
"69950","undefined","undefined","undefined","undefined","-3.742420864105225","-4.18564624786377","-2.94880473613739","-3.404479479789734"
"69960","undefined","undefined","undefined","undefined","-3.7631332635879517","-4.188495826721192","-3.0450452089309694","-3.4410984754562377"
"69970","undefined","undefined","undefined","undefined","-3.7752678632736205","-4.137721824645996","-3.0806466817855833","-3.398675799369812"
"69980","undefined","undefined","undefined","undefined","-3.755525994300842","-4.174995470046997","-3.0388184547424317","-3.4086241483688355"
"69990","undefined","undefined","undefined","undefined","-3.762522649765015","-4.105571126937866","-3.067178964614868","-3.329766535758972"
"70000","undefined","undefined","undefined","undefined","-3.7620531797409056","-4.057068657875061","-2.9567706108093263","-3.4149348974227904"
"70010","undefined","undefined","undefined","undefined","-3.7503052234649656","-4.0255077362060545","-2.773666596412659","-3.409762406349182"
"70020","undefined","undefined","undefined","undefined","-3.595241975784302","-4.175661611557007","-2.9542544364929197","-3.406992864608765"
"70030","undefined","undefined","undefined","undefined","-3.702780747413635","-4.204567384719849","-2.970937466621399","-3.384670042991638"
"70040","undefined","undefined","undefined","undefined","-3.7585681676864624","-4.227838087081909","-2.9629440307617188","-3.361290526390076"
"70050","undefined","undefined","undefined","undefined","-3.7561928272247314","-4.211093187332153","-3.0741997957229614","-3.383237886428833"
"70060","undefined","undefined","undefined","undefined","-3.7905325412750246","-4.1878410339355465","-3.0852703332901","-3.3127672910690307"
"70070","undefined","undefined","undefined","undefined","-3.7791725635528564","-4.204647397994995","-3.0875206708908083","-3.2365365743637087"
"70080","undefined","undefined","undefined","undefined","-3.7202374935150146","-4.1984724521636965","-3.026754689216614","-3.344482684135437"
"70090","undefined","undefined","undefined","undefined","-3.683420467376709","-4.180921459197998","-3.0394456148147584","-3.3601458072662354"
"70100","undefined","undefined","undefined","undefined","-3.529585862159729","-4.1707714080810545","-3.044554662704468","-3.432906484603882"
"70110","undefined","undefined","undefined","undefined","-3.640669918060303","-4.174759769439698","-3.0315754890441893","-3.4170538902282717"
"70120","undefined","undefined","undefined","undefined","-3.7164632081985474","-4.223639965057373","-3.0127683877944946","-3.4052521228790282"
"70130","undefined","undefined","undefined","undefined","-3.739440107345581","-4.194176578521729","-2.9931208372116087","-3.379519534111023"
"70140","undefined","undefined","undefined","undefined","-3.7323957681655884","-4.2257171154022215","-3.0716846227645873","-3.4070871829986573"
"70150","undefined","undefined","undefined","undefined","-3.7659580945968627","-4.204130029678344","-2.9096070766448974","-3.422642636299133"
"70160","undefined","undefined","undefined","undefined","-3.6654420614242555","-4.230861711502075","-3.0567769050598144","-3.3958659410476684"
"70170","undefined","undefined","undefined","undefined","-3.5432043075561523","-4.179731988906861","-3.140544319152832","-3.3609557151794434"
"70180","undefined","undefined","undefined","undefined","-3.5851457118988037","-4.214621734619141","-3.0806367874145506","-3.375388336181641"
"70190","undefined","undefined","undefined","undefined","-3.7283986806869507","-4.105370140075683","-3.016022276878357","-3.3258755445480346"
"70200","undefined","undefined","undefined","undefined","-3.739225435256958","-4.155117702484131","-3.0437756061553953","-3.1785709381103517"
"70210","undefined","undefined","undefined","undefined","-3.677987504005432","-4.094964623451233","-2.859829831123352","-3.3620811700820923"
"70220","undefined","undefined","undefined","undefined","-3.6752724409103394","-4.1191761016845705","-2.946418786048889","-3.3948428630828857"
"70230","undefined","undefined","undefined","undefined","-3.671827292442322","-4.160047483444214","-2.8742279052734374","-3.3986373424530028"
"70240","undefined","undefined","undefined","undefined","-3.822396397590637","-4.118912220001221","-2.9454280138015747","-3.3261189460754395"
"70250","undefined","undefined","undefined","undefined","-3.7679805994033813","-4.155703544616699","-3.0257444858551024","-3.3394431352615355"
"70260","undefined","undefined","undefined","undefined","-3.7572630405426026","-4.050826501846314","-2.9298073768615724","-3.389686417579651"
"70270","undefined","undefined","undefined","undefined","-3.619403529167175","-4.153205633163452","-3.100099563598633","-3.3919838190078737"
"70280","undefined","undefined","undefined","undefined","-3.723285603523254","-4.136183881759644","-3.0670023918151856","-3.434009337425232"
"70290","undefined","undefined","undefined","undefined","-3.728277802467346","-4.153079032897949","-3.102230739593506","-3.3567718982696535"
"70300","undefined","undefined","undefined","undefined","-3.779016709327698","-4.150330877304077","-2.984727716445923","-3.38111207485199"
"70310","undefined","undefined","undefined","undefined","-3.787456822395325","-4.115638208389282","-3.090144991874695","-3.4078048706054687"
"70320","undefined","undefined","undefined","undefined","-3.801228380203247","-4.097224497795105","-3.0588907480239866","-3.405773425102234"
"70330","undefined","undefined","undefined","undefined","-3.730072855949402","-4.133517527580262","-2.859574484825134","-3.383091855049133"
"70340","undefined","undefined","undefined","undefined","-3.764149522781372","-4.147622418403626","-2.9384544610977175","-3.338808846473694"
"70350","undefined","undefined","undefined","undefined","-3.706034278869629","-4.123379564285278","-2.983049011230469","-3.293933653831482"
"70360","undefined","undefined","undefined","undefined","-3.7659541368484497","-4.22736291885376","-3.0237416982650758","-3.356382727622986"
"70370","undefined","undefined","undefined","undefined","-3.7627416133880613","-4.108332514762878","-2.7957746744155885","-3.3897820472717286"
"70380","undefined","undefined","undefined","undefined","-3.7797467947006225","-3.934362292289734","-2.997203326225281","-3.405730104446411"
"70390","undefined","undefined","undefined","undefined","-3.8117976903915407","-4.142305469512939","-3.0812154531478884","-3.3325268030166626"
"70400","undefined","undefined","undefined","undefined","-3.7852324724197386","-4.193019866943359","-3.075421595573425","-3.3165342092514036"
"70410","undefined","undefined","undefined","undefined","-3.7718693256378173","-4.129567313194275","-3.016265368461609","-3.3854923963546755"
"70420","undefined","undefined","undefined","undefined","-3.7696616411209107","-4.117640638351441","-2.996026349067688","-3.387798047065735"
"70430","undefined","undefined","undefined","undefined","-3.7647046089172362","-4.1176372289657595","-3.044353985786438","-3.4022149562835695"
"70440","undefined","undefined","undefined","undefined","-3.7628165006637575","-4.1509774684906","-3.013963007926941","-3.2749699354171753"
"70450","undefined","undefined","undefined","undefined","-3.7499799966812133","-4.137674236297608","-3.071894717216492","-3.2866950273513793"
"70460","undefined","undefined","undefined","undefined","-3.772436285018921","-4.15331244468689","-3.1243051528930663","-3.300420546531677"
"70470","undefined","undefined","undefined","undefined","-3.7679638385772707","-4.168503093719482","-3.1230884790420532","-3.0580031633377076"
"70480","undefined","undefined","undefined","undefined","-3.7624390363693236","-4.19507360458374","-3.0146095991134643","-3.288060760498047"
"70490","undefined","undefined","undefined","undefined","-3.7755178213119507","-4.183057975769043","-3.063659977912903","-3.339862513542175"
"70500","undefined","undefined","undefined","undefined","-3.7869765520095826","-4.157609701156616","-2.717101550102234","-3.2729698181152345"
"70510","undefined","undefined","undefined","undefined","-3.7690662860870363","-4.11617591381073","-2.852856159210205","-3.1913755893707276"
"70520","undefined","undefined","undefined","undefined","-3.7947182655334473","-4.107276153564453","-2.86349618434906","-3.3093262195587156"
"70530","undefined","undefined","undefined","undefined","-3.7590222358703613","-4.156301593780517","-3.052635169029236","-3.3693254470825194"
"70540","undefined","undefined","undefined","undefined","-3.763736629486084","-4.192187261581421","-3.062026619911194","-3.3402644634246825"
"70550","undefined","undefined","undefined","undefined","-3.7724212646484374","-4.197976875305176","-3.085661435127258","-3.1267279148101808"
"70560","undefined","undefined","undefined","undefined","-3.7457314252853395","-4.200859451293946","-3.064014267921448","-3.3131165742874145"
"70570","undefined","undefined","undefined","undefined","-3.7214707851409914","-4.189344644546509","-3.0335657358169557","-3.3264883041381834"
"70580","undefined","undefined","undefined","undefined","-3.6485530138015747","-4.177614784240722","-3.0505547523498535","-3.409478545188904"
"70590","undefined","undefined","undefined","undefined","-3.640771675109863","-4.228445196151734","-3.042396402359009","-3.4162083148956297"
"70600","undefined","undefined","undefined","undefined","-3.731624984741211","-4.218737506866455","-3.034473729133606","-3.4261101722717284"
"70610","undefined","undefined","undefined","undefined","-3.7474395990371705","-4.200723600387573","-2.730747675895691","-3.3158350229263305"
"70620","undefined","undefined","undefined","undefined","-3.7668811798095705","-4.165138387680054","-2.638966703414917","-3.2868940114974974"
"70630","undefined","undefined","undefined","undefined","-3.7392558574676515","-4.12374861240387","-2.9808061122894287","-3.302180862426758"
"70640","undefined","undefined","undefined","undefined","-3.704658031463623","-4.046817111968994","-3.006375217437744","-3.357038474082947"
"70650","undefined","undefined","undefined","undefined","-3.7846553564071654","-3.8115190267562866","-3.019275760650635","-3.4001367568969725"
"70660","undefined","undefined","undefined","undefined","-3.3924484729766844","-3.970048999786377","-3.0111154317855835","-3.4016809701919555"
"70670","undefined","undefined","undefined","undefined","-3.665675497055054","-4.077953815460205","-3.004335856437683","-3.443911576271057"
"70680","undefined","undefined","undefined","undefined","-3.695812940597534","-4.149397087097168","-2.98882896900177","-3.453073596954346"
"70690","undefined","undefined","undefined","undefined","-3.7302623987197876","-4.2104959964752195","-2.9857431173324587","-3.4638333559036254"
"70700","undefined","undefined","undefined","undefined","-3.6585191011428835","-4.06380877494812","-2.96576611995697","-3.423944664001465"
"70710","undefined","undefined","undefined","undefined","-3.7573592901229858","-4.121765851974487","-2.988707160949707","-3.406043767929077"
"70720","undefined","undefined","undefined","undefined","-3.7533894538879395","-4.169124794006348","-3.0033608436584474","-3.3611401081085206"
"70730","undefined","undefined","undefined","undefined","-3.744555139541626","-4.192500114440918","-2.9957051038742066","-3.0583174228668213"
"70740","undefined","undefined","undefined","undefined","-3.7552528858184813","-4.204844522476196","-2.9594139099121093","-3.297179102897644"
"70750","undefined","undefined","undefined","undefined","-3.754567003250122","-4.219769763946533","-2.9866375207901","-3.37456591129303"
"70760","undefined","undefined","undefined","undefined","-3.5549312829971313","-4.191261887550354","-2.957822585105896","-3.3847012519836426"
"70770","undefined","undefined","undefined","undefined","-3.2023115396499633","-4.221671915054321","-3.031243085861206","-3.2582504510879517"
"70780","undefined","undefined","undefined","undefined","-3.2722439527511598","-4.2143372058868405","-2.9956350803375242","-3.3484232664108275"
"70790","undefined","undefined","undefined","undefined","-3.5283938884735107","-4.183676719665527","-2.9628334760665895","-3.360559582710266"
"70800","undefined","undefined","undefined","undefined","-3.589455795288086","-4.211900043487549","-2.9363431453704836","-3.3622114181518556"
"70810","undefined","undefined","undefined","undefined","-3.6650024890899657","-4.213247299194336","-2.992669367790222","-3.337113785743713"
"70820","undefined","undefined","undefined","undefined","-3.7077198028564453","-4.216577243804932","-3.0144081592559813","-3.3705547571182253"
"70830","undefined","undefined","undefined","undefined","-3.771091938018799","-4.216391563415527","-2.9986921072006227","-3.361453127861023"
"70840","undefined","undefined","undefined","undefined","-3.779594612121582","-4.199698114395142","-3.0158257246017457","-3.34365234375"
"70850","undefined","undefined","undefined","undefined","-3.759375524520874","-4.21033992767334","-2.943030762672424","-3.366508221626282"
"70860","undefined","undefined","undefined","undefined","-3.8089450120925905","-4.146184062957763","-2.957752728462219","-3.27148916721344"
"70870","undefined","undefined","undefined","undefined","-3.80906879901886","-4.049711155891418","-2.993233156204224","-3.2348122119903566"
"70880","undefined","undefined","undefined","undefined","-3.755134630203247","-4.139170050621033","-3.0699023485183714","-3.322622513771057"
"70890","undefined","undefined","undefined","undefined","-3.792527937889099","-4.2038146495819095","-2.9995612859725953","-3.3746554374694826"
"70900","undefined","undefined","undefined","undefined","-3.791730284690857","-4.244351959228515","-2.9539616823196413","-3.4217233896255492"
"70910","undefined","undefined","undefined","undefined","-3.793499970436096","-4.251886940002441","-3.074442172050476","-3.290470027923584"
"70920","undefined","undefined","undefined","undefined","-3.8102116107940676","-4.197613286972046","-3.1022104740142824","-3.330790662765503"
"70930","undefined","undefined","undefined","undefined","-3.7944554567337034","-4.216421842575073","-3.0510013818740847","-3.2918343544006348"
"70940","undefined","undefined","undefined","undefined","-3.8038087606430055","-4.201616621017456","-3.089274597167969","-3.309071350097656"
"70950","undefined","undefined","undefined","undefined","-3.8085074186325074","-4.215595769882202","-2.989283037185669","-3.4191081047058107"
"70960","undefined","undefined","undefined","undefined","-3.789695692062378","-4.214377307891846","-2.783172106742859","-3.2278381824493407"
"70970","undefined","undefined","undefined","undefined","-3.7754160165786743","-4.250949287414551","-2.899924087524414","-3.3215787410736084"
"70980","undefined","undefined","undefined","undefined","-3.7933465003967286","-4.261801290512085","-2.869433951377869","-3.362135124206543"
"70990","undefined","undefined","undefined","undefined","-3.805586886405945","-4.204268312454223","-2.7890350103378294","-3.382662272453308"
"71000","undefined","undefined","undefined","undefined","-3.800309658050537","-4.191638517379761","-2.8950611352920532","-3.3648370504379272"
"71010","undefined","undefined","undefined","undefined","-3.8054415702819826","-4.244540691375732","-2.8951857328414916","-3.2898155450820923"
"71020","undefined","undefined","undefined","undefined","-3.7776710987091064","-4.168586874008179","-2.9373792171478272","-3.3412811756134033"
"71030","undefined","undefined","undefined","undefined","-3.7951963901519776","-4.216443061828613","-2.8668885231018066","-3.271157169342041"
"71040","undefined","undefined","undefined","undefined","-3.774168086051941","-4.238173723220825","-2.922136688232422","-3.1953341960906982"
"71050","undefined","undefined","undefined","undefined","-3.7649309396743775","-4.232596158981323","-2.9557460069656374","-3.3658997774124146"
"71060","undefined","undefined","undefined","undefined","-3.7552908182144167","-4.1326573371887205","-2.888504886627197","-3.3980513334274294"
"71070","undefined","undefined","undefined","undefined","-3.7718409299850464","-4.190458869934082","-2.9900971412658692","-3.3157934665679933"
"71080","undefined","undefined","undefined","undefined","-3.8108492851257325","-4.236088037490845","-2.9716734409332277","-3.340311861038208"
"71090","undefined","undefined","undefined","undefined","-3.817675828933716","-4.264814662933349","-3.0043479204177856","-3.2088051080703734"
"71100","undefined","undefined","undefined","undefined","-3.791255736351013","-4.283173227310181","-2.972530198097229","-3.383110499382019"
"71110","undefined","undefined","undefined","undefined","-3.7844567775726317","-4.2725221633911135","-2.9170033931732178","-3.3307010889053346"
"71120","undefined","undefined","undefined","undefined","-3.7562658071517943","-4.253319597244262","-2.6544695138931274","-3.3940398931503295"
"71130","undefined","undefined","undefined","undefined","-3.7751423120498657","-4.239781785011291","-2.7326037645339967","-3.345381236076355"
"71140","undefined","undefined","undefined","undefined","-3.8977216482162476","-4.334075880050659","-2.980502414703369","-3.3938703775405883"
"71150","undefined","undefined","undefined","undefined","-3.9490686416625977","-4.3397074222564695","-3.0055307149887085","-3.338993215560913"
"71160","undefined","undefined","undefined","undefined","-3.955317735671997","-4.011987948417664","-3.0702335596084596","-3.3163557767868044"
"71170","undefined","undefined","undefined","undefined","-3.967469668388367","-4.037091517448426","-2.991924214363098","-3.3697553634643556"
"71180","undefined","undefined","undefined","undefined","-3.969601035118103","-4.146552705764771","-2.9465065956115724","-3.3375319719314573"
"71190","undefined","undefined","undefined","undefined","-3.9555908203125","-4.080477619171143","-3.0002464056015015","-3.3128177881240846"
"71200","undefined","undefined","undefined","undefined","4.263788165524602","-4.129328221082687","-2.86311474442482","-3.338650017976761"
"71210","undefined","undefined","undefined","undefined","3.2687690377235414","-4.184559869766235","-3.009480929374695","-3.36843101978302"
"71220","undefined","undefined","undefined","undefined","-2.6019614398479463","-4.175781011581421","-2.9950706005096435","-3.3207784414291384"
"71230","undefined","undefined","undefined","undefined","-2.6771753311157225","-4.016683459281921","-2.852595639228821","-3.356746482849121"
"71240","undefined","undefined","undefined","undefined","-2.651508092880249","-4.0515958070755005","-2.9885125398635863","-3.36489520072937"
"71250","undefined","undefined","undefined","undefined","-2.702404832839966","-4.248985624313354","-2.969872736930847","-3.38032808303833"
"71260","undefined","undefined","undefined","undefined","-2.7592533826828003","-4.28561954498291","-3.0020303249359133","-3.340320420265198"
"71270","undefined","undefined","undefined","undefined","-2.8195543766021727","-4.30000638961792","-2.9941277503967285","-3.354103136062622"
"71280","undefined","undefined","undefined","undefined","-2.848364758491516","-3.8764681577682496","-2.9812892198562624","-3.3959736824035645"
"71290","undefined","undefined","undefined","undefined","-2.8798842430114746","-4.011198353767395","-3.0301982402801513","-3.3417237520217897"
"71300","undefined","undefined","undefined","undefined","-2.941748261451721","-4.059394574165344","-2.9442434787750242","-3.3225808143615723"
"71310","undefined","undefined","undefined","undefined","-2.962724232673645","-4.076909804344178","-3.0020251750946043","-3.322824263572693"
"71320","undefined","undefined","undefined","undefined","-3.0079891443252564","-4.103201818466187","-2.997975993156433","-3.3209731340408326"
