"Step","Aug07-1757_Flowavenet_toy_time_noise_0-359_rand_ampl - log_p/saw/train","Aug07-1757_Flowavenet_toy_time_noise_0-359_rand_ampl - log_p/sin/train","Aug07-1757_Flowavenet_toy_time_noise_0-359_rand_ampl - log_p/square/train","Aug07-1757_Flowavenet_toy_time_noise_0-359_rand_ampl - log_p/triangle/train","Aug07-1757_Flowavenet_toy_time_noise_0-129_rand_ampl - log_p/saw/train","Aug07-1757_Flowavenet_toy_time_noise_0-129_rand_ampl - log_p/sin/train","Aug07-1757_Flowavenet_toy_time_noise_0-129_rand_ampl - log_p/square/train","Aug07-1757_Flowavenet_toy_time_noise_0-129_rand_ampl - log_p/triangle/train","Aug07-1757_Flowavenet_toy_time_noise_0-077_rand_ampl - log_p/saw/train","Aug07-1757_Flowavenet_toy_time_noise_0-077_rand_ampl - log_p/sin/train","Aug07-1757_Flowavenet_toy_time_noise_0-077_rand_ampl - log_p/square/train","Aug07-1757_Flowavenet_toy_time_noise_0-077_rand_ampl - log_p/triangle/train","Aug07-1757_Flowavenet_toy_time_noise_0-027_rand_ampl - log_p/saw/train","Aug07-1757_Flowavenet_toy_time_noise_0-027_rand_ampl - log_p/sin/train","Aug07-1757_Flowavenet_toy_time_noise_0-027_rand_ampl - log_p/square/train","Aug07-1757_Flowavenet_toy_time_noise_0-027_rand_ampl - log_p/triangle/train","Aug07-1757_Flowavenet_toy_time_noise_0-01_rand_ampl - log_p/saw/train","Aug07-1757_Flowavenet_toy_time_noise_0-01_rand_ampl - log_p/sin/train","Aug07-1757_Flowavenet_toy_time_noise_0-01_rand_ampl - log_p/square/train","Aug07-1757_Flowavenet_toy_time_noise_0-01_rand_ampl - log_p/triangle/train"
"168130","-2.4889476537704467","-1.3752789497375488","-0.9074876487255097","11.813961219787597","-2.7638896703720093","-3.276853013038635","-2.034972083568573","-0.9021987795829773","-2.907869243621826","-3.380064058303833","-1.8383340001106263","-1.8033608078956604","-3.518407464027405","-3.9407423973083495","-2.520000624656677","-2.48242609500885","-4.315765142440796","-4.275487089157105","-2.9894415378570556","-2.984936785697937"
"168140","-2.510249161720276","-1.3696937680244445","-0.7866288781166076","6.177514672279358","-2.771099877357483","-3.27819983959198","-1.9927512884140015","-0.9123934090137482","-2.940559220314026","-3.433238911628723","-1.917255985736847","-1.9009916663169861","-3.5732616186141968","-4.026899433135986","-2.6399213790893556","-2.5621161699295043","-4.284503221511841","-4.22993655204773","-2.930765962600708","-2.898169183731079"
"168150","-2.5190757751464843","-1.3743736505508424","-0.7876461267471313","39.49755759239197","-2.7339672088623046","-3.250038576126099","-1.9691691875457764","-0.9131805598735809","-2.9617048025131227","-3.5071696996688844","-1.8908318400382995","-1.985858976840973","-3.5846099853515625","-4.021703696250915","-2.650338292121887","-2.5571694374084473","-4.280322790145874","-4.236903047561645","-2.8945926666259765","-2.8927295923233034"
"168160","-2.5013906955718994","-1.4472736954689025","-1.0514317393302917","16.037501108646392","-2.713336777687073","-3.2153632402420045","-1.9706411719322205","-0.8839386880397797","-3.006386637687683","-3.587317204475403","-1.982172930240631","-2.0721659421920777","-3.5699262857437133","-3.9538349866867066","-2.534643316268921","-2.4958500623703004","-4.374336910247803","-4.354375314712525","-3.0853923082351686","-3.041245365142822"
"168170","-2.459462881088257","-1.3474513053894044","-0.650062483549118","279.7076015740633","-2.6859171628952025","-3.1824235916137695","-1.8492599248886108","-0.8643726468086242","-2.981032109260559","-3.5451067209243776","-1.9724334478378296","-1.9706578731536866","-3.6136957168579102","-4.014632797241211","-2.598961877822876","-2.5281960725784303","-4.310042142868042","-4.23372745513916","-2.9488464832305907","-2.92929630279541"
"168180","-2.5006805419921876","-1.438645875453949","-1.0137873411178588","52.64840441942215","-2.7297139167785645","-3.227451038360596","-1.872398555278778","-0.9087150573730469","-3.00258207321167","-3.5576700925827027","-1.980921745300293","-2.033123242855072","-3.6317099809646605","-3.978387141227722","-2.556754302978516","-2.493675422668457","-4.325511884689331","-4.249380445480346","-2.964484930038452","-2.9243460655212403"
"168190","-2.5146106719970702","-1.425509524345398","-0.9028909623622894","8.018545822799206","-2.8071104764938353","-3.3022231340408323","-2.0405641078948973","-0.9732345223426819","-3.0297810077667235","-3.657059669494629","-2.0042719721794127","-2.1483006477355957","-3.630061483383179","-3.9513799428939818","-2.504760217666626","-2.4472118854522704","-4.345919609069824","-4.262324810028076","-2.9929295778274536","-2.9178597211837767"
"168200","-2.5188181400299072","-1.4202270984649659","-0.9078283607959747","10.90584921836853","-2.811283540725708","-3.3308940172195434","-2.0568796515464784","-0.9668201088905335","-2.9790902137756348","-3.4724826335906984","-1.9272149920463562","-1.8624091506004334","-3.6913036823272707","-4.043241739273071","-2.6079708099365235","-2.55613055229187","-4.357136678695679","-4.297378969192505","-2.9716262817382812","-2.9475617170333863"
"168210","-2.5818087577819826","-1.5074284076690674","-1.1040559530258178","13.112718486785889","-2.7438453674316405","-3.240912365913391","-1.9804305195808412","-0.9229002475738526","-3.010784721374512","-3.5546321868896484","-1.9636435627937316","-2.0296754360198976","-3.7119500637054443","-4.039380598068237","-2.6185818672180177","-2.5713546752929686","-4.341710805892944","-4.25384488105774","-2.9221304178237917","-2.878223419189453"
"168220","-2.549321913719177","-1.5159831047058105","-1.14363352060318","11.76784017086029","-2.7925825357437133","-3.30997633934021","-2.0472432732582093","-0.9688143372535706","-3.038011837005615","-3.6010228872299193","-1.9952089190483093","-2.038416361808777","-3.7444424629211426","-4.079617285728455","-2.6096658945083617","-2.578563094139099","-4.376014709472656","-4.306471252441407","-2.984855628013611","-2.952618455886841"
"168230","-2.5589203357696535","-1.5423442006111145","-1.1676478743553163","9.480944418907166","-2.7939942598342897","-3.3303404331207274","-2.0315775513648986","-1.0053823828697204","-3.0447638988494874","-3.57913281917572","-1.9876061797142028","-2.0001498222351075","-3.765130400657654","-4.080135440826416","-2.6725432157516478","-2.597343420982361","-4.377710485458374","-4.321328830718994","-2.994068717956543","-2.961226153373718"
"168240","-2.6208131551742553","-1.5842862606048584","-1.2138431668281555","6.331332731246948","-2.7194653511047364","-3.2083571195602416","-1.9247584104537965","-0.9267982065677642","-3.07343590259552","-3.654138445854187","-2.037744164466858","-2.091517925262451","-3.7070536613464355","-3.922931981086731","-2.455917000770569","-2.4220163822174072","-4.424758338928223","-4.398166656494141","-3.104801893234253","-3.0472872495651244"
"168250","-2.491437005996704","-1.3809637904167176","-0.7079201325774193","11.491034853458405","-2.7422203063964843","-3.237260127067566","-1.8878480672836304","-0.942896157503128","-3.0859480619430544","-3.654924249649048","-2.0670506358146667","-2.1258578300476074","-3.7580973386764525","-4.012777256965637","-2.555387854576111","-2.4870392084121704","-4.38270902633667","-4.343045949935913","-3.0243924140930174","-2.9648452043533324"
"168260","-2.556317901611328","-1.4788990259170531","-0.9458605825901032","16.152294886112212","-2.8273917198181153","-3.3467368364334105","-2.096639847755432","-1.0082860112190246","-3.073375368118286","-3.683882546424866","-2.0372111320495607","-2.137120509147644","-3.8254894495010374","-4.0708211898803714","-2.620876908302307","-2.5685983419418337","-4.4338854312896725","-4.38978385925293","-3.0646974086761474","-3.0148572444915773"
"168270","-2.5896214962005617","-1.4912019491195678","-1.0302401721477508","147.90244462490082","-2.8908723115921022","-3.4371261596679688","-2.1827870488166807","-1.096910548210144","-3.1003195524215696","-3.6608683586120607","-2.0802075147628782","-2.133467197418213","-3.8702210664749144","-4.128959655761719","-2.7228681802749635","-2.6040085554122925","-4.421459579467774","-4.380391407012939","-3.040884780883789","-3.0118494749069216"
"168280","-2.4787017583847044","-1.3744091272354126","-0.7946641087532044","16.813351023197175","-2.704645872116089","-3.225110411643982","-1.9104718208312987","-0.9620520591735839","-3.1316282033920286","-3.682400608062744","-2.050289440155029","-2.1324873685836794","-3.842408871650696","-4.044218134880066","-2.586904287338257","-2.5413162231445314","-4.409384870529175","-4.343714094161987","-3.0183040857315064","-2.9564100980758665"
"168290","-2.502226734161377","-1.383464276790619","-0.7738587945699692","2.287426471710205","-2.760207271575928","-3.2566617012023924","-1.9830992102622986","-0.9807875990867615","-3.1121435880661013","-3.692412567138672","-2.108256149291992","-2.155866098403931","-3.8760408639907835","-4.031303358078003","-2.5914830207824706","-2.560658597946167","-4.472120761871338","-4.438567733764648","-3.1160478830337524","-3.095351314544678"
"168300","-2.5355674028396606","-1.4539819955825806","-0.9314255714416504","3.1907359182834627","-2.780110239982605","-3.289037013053894","-2.0120859146118164","-1.021905791759491","-3.138480305671692","-3.709881567955017","-2.0784637689590455","-2.180203437805176","-3.940619397163391","-4.134399127960205","-2.7017549753189085","-2.645164966583252","-4.3875175476074215","-4.309901237487793","-2.9923539400100707","-2.923712134361267"
"168310","-2.583895206451416","-1.5100024700164796","-1.1125343859195709","2.024219822883606","-2.826670598983765","-3.3368727445602415","-2.0541631817817687","-1.03422611951828","-3.149053430557251","-3.6619688510894775","-2.072913444042206","-2.1375885725021364","-3.9334129333496093","-4.112555837631225","-2.6551279067993163","-2.5916170120239257","-4.386934280395508","-4.283193683624267","-2.930276107788086","-2.9030197858810425"
"168320","-2.543995571136475","-1.4614713788032532","-0.8884343087673188","4.098287382721901","-2.86165611743927","-3.3927515268325807","-2.0704618215560915","-1.0997051835060119","-3.1186967372894285","-3.587908935546875","-2.0361069798469544","-2.0339977383613586","-3.9210884094238283","-4.111211109161377","-2.6714718103408814","-2.595732641220093","-4.411255359649658","-4.309431505203247","-2.947473740577698","-2.938683581352234"
"168330","-2.5966635942459106","-1.5605270147323609","-1.160697615146637","10.416457094391808","-2.8363033533096313","-3.3488185167312623","-2.0503217220306396","-1.0791762113571166","-3.153011131286621","-3.6473291873931886","-2.0814483404159545","-2.10253963470459","-3.9811939716339113","-4.129516458511352","-2.673716497421265","-2.6397101640701295","-4.462354898452759","-4.384671354293824","-3.042868423461914","-3.0134875059127806"
"168340","-2.600514316558838","-1.5506592392921448","-1.128705221414566","1.742558443546295","-2.8236618280410766","-3.316138410568237","-1.9982210040092467","-1.038340538740158","-3.153017020225525","-3.64615421295166","-2.098493504524231","-2.0841897249221804","-3.9929752588272094","-4.16851282119751","-2.721651482582092","-2.6567970275878907","-4.458635759353638","-4.400943422317505","-3.057179093360901","-3.010117840766907"
"168350","-2.5694687128067017","-1.5328265190124513","-1.0617589056491852","1.7453834176063538","-2.7644436836242674","-3.2791187524795533","-1.9139760494232179","-1.0121887505054474","-3.1719127178192137","-3.675809860229492","-2.1101908802986147","-2.1266406774520874","-3.934629201889038","-4.0637575626373295","-2.6131215333938598","-2.5421908140182494","-4.449701118469238","-4.381303119659424","-3.0224069356918335","-2.9985078811645507"
"168360","-2.6025355577468874","-1.551577591896057","-1.143622761964798","1.0655547201633453","-2.778167390823364","-3.2902731895446777","-1.8959795713424683","-1.0539828777313232","-3.218350648880005","-3.734023666381836","-2.1787949562072755","-2.1871671438217164","-4.013030266761779","-4.175956058502197","-2.6788992166519163","-2.639675664901733","-4.454718780517578","-4.380708980560303","-3.0179351806640624","-3.0165367603302"
"168370","-2.604226899147034","-1.5942146539688111","-1.212533462047577","1.6074631214141846","-2.8736734628677367","-3.4218714237213135","-2.1378438234329225","-1.1290055632591247","-3.1775248765945436","-3.5914445400238035","-2.0978139281272887","-2.0257068276405334","-3.9942256212234497","-4.122221755981445","-2.634678339958191","-2.580217885971069","-4.451244688034057","-4.378736591339111","-3.0004884719848635","-3.0003952741622926"
"168380","-2.6479853868484495","-1.6417427897453307","-1.2689411044120789","3.359352248907089","-2.8482404708862306","-3.378271198272705","-2.0229164361953735","-1.1064414143562318","-3.2335614442825316","-3.7563307523727416","-2.1938307762145994","-2.2235186815261843","-3.999266529083252","-4.067108154296875","-2.5802196979522707","-2.548094391822815","-4.437274503707886","-4.35158224105835","-2.9951873064041137","-2.9699878215789797"
"168390","-2.5738066911697386","-1.504022240638733","-1.0844903945922852","1.974883496761322","-2.8538941621780394","-3.389600944519043","-2.0914644837379455","-1.1286766171455382","-3.2357491493225097","-3.7298555612564086","-2.180479860305786","-2.202783465385437","-4.029067015647888","-4.114875221252442","-2.6411925077438356","-2.611675190925598","-4.465145778656006","-4.400536727905274","-3.0319233179092406","-3.023018646240234"
"168400","-2.6116975069046022","-1.569075381755829","-1.1826330840587616","1.278160110116005","-2.8280535697937013","-3.337935709953308","-1.991019034385681","-1.087401843070984","-3.268364667892456","-3.77737820148468","-2.2168915271759033","-2.241469120979309","-4.048724436759949","-4.154893159866333","-2.6578869819641113","-2.6117671012878416","-4.449081945419311","-4.3675124168396","-3.0222347497940065","-2.99481782913208"
"168410","-2.5577803373336794","-1.4703561902046203","-0.9340210080146789","201.1029358148575","-2.8633591413497923","-3.386553692817688","-2.0454803943634032","-1.1301758885383606","-3.2470182180404663","-3.7413929224014284","-2.1984458684921266","-2.1995256423950194","-4.05554084777832","-4.171050357818603","-2.696247863769531","-2.6554564952850344","-4.461419725418091","-4.361843061447144","-2.984878087043762","-2.955254602432251"
"168420","-2.591003894805908","-1.587350106239319","-1.1408857822418212","2.1958105683326723","-2.8256322383880614","-3.334568214416504","-2.0020735263824463","-1.117275643348694","-3.2918744802474977","-3.770717191696167","-2.190359663963318","-2.2303451538085937","-4.063406085968017","-4.18672022819519","-2.703085684776306","-2.6560296535491945","-4.523819637298584","-4.482948303222656","-3.147345542907715","-3.122350835800171"
"168430","-2.595760226249695","-1.565190064907074","-1.1518474578857423","3.1619555354118347","-2.876154589653015","-3.405423402786255","-2.0843321204185488","-1.1186490476131439","-3.3118756294250487","-3.8068306922912596","-2.2497894287109377","-2.267020106315613","-4.073365354537964","-4.210583829879761","-2.7275243759155274","-2.6878892183303833","-4.483182001113891","-4.4161882400512695","-3.0484145641326905","-3.0091334342956544"
"168440","-2.6534714698791504","-1.6417497634887694","-1.2476641893386842","2.8203402042388914","-2.9388265132904055","-3.492802453041077","-2.214163827896118","-1.2350064158439635","-3.2953147649765016","-3.7301144361495973","-2.2382156372070314","-2.2075240135192873","-4.055004405975342","-4.153582286834717","-2.6783020973205565","-2.646834969520569","-4.522039890289307","-4.492883157730103","-3.138251042366028","-3.1022034168243406"
"168450","-2.666403365135193","-1.6373610019683837","-1.260405969619751","2.4333236634731295","-2.8759424448013307","-3.414121985435486","-2.1195637822151183","-1.1887956857681274","-3.2846250534057617","-3.676395320892334","-2.22080283164978","-2.132852387428284","-4.046893239021301","-4.111632776260376","-2.6051945447921754","-2.5774714946746826","-4.457522249221801","-4.397141981124878","-2.9907321691513062","-3.034305691719055"
"168460","-2.659247136116028","-1.6753047943115233","-1.3041386604309082","2.3394733309745788","-2.875822114944458","-3.4171408891677855","-2.114432382583618","-1.1699760675430297","-3.337008810043335","-3.7843307971954347","-2.231429600715637","-2.2351875782012938","-4.136571741104126","-4.2238257884979244","-2.7402246236801147","-2.727737617492676","-4.494602823257447","-4.425228214263916","-3.0653605699539184","-3.0162488222122192"
"168470","-2.6496758699417113","-1.6626460790634154","-1.2398689150810243","2.207471603155136","-2.9420418977737426","-3.4863046407699585","-2.188288986682892","-1.2394152283668518","-3.325967049598694","-3.7586878538131714","-2.196061635017395","-2.2217698097229004","-4.088259553909301","-4.1608318328857425","-2.6637333393096925","-2.6562767028808594","-4.506889486312867","-4.4629213333129885","-3.111610746383667","-3.0750317573547363"
