"Step","Aug10-1143_Flowavenet_musdb_time_rand_ampl - log_p/bass/train","Aug10-1143_Flowavenet_musdb_time_rand_ampl - log_p/drums/train","Aug10-1143_Flowavenet_musdb_time_rand_ampl - log_p/other/train","Aug10-1143_Flowavenet_musdb_time_rand_ampl - log_p/vocals/train","Jul31-2025_Flowavenet_musdb_time_rand_ampl - log_p/bass/train","Jul31-2025_Flowavenet_musdb_time_rand_ampl - log_p/drums/train","Jul31-2025_Flowavenet_musdb_time_rand_ampl - log_p/other/train","Jul31-2025_Flowavenet_musdb_time_rand_ampl - log_p/vocals/train"
"490","undefined","undefined","undefined","undefined","-3.1715017795562743","-3.30495548248291","-3.231521153450012","0.9775738596916199"
"500","undefined","undefined","undefined","undefined","-3.3327760696411133","-3.3212267637252806","-3.0546242952346803","0.9694912075996399"
"510","undefined","undefined","undefined","undefined","-3.352053332328796","-3.5985493898391723","-2.973883628845215","0.9572744369506836"
"520","undefined","undefined","undefined","undefined","-3.229148507118225","-3.4989418983459473","-3.216664934158325","0.953050309419632"
"530","undefined","undefined","undefined","undefined","-3.1917843580245973","-3.572795844078064","-3.2891694784164427","0.9747320771217346"
"540","undefined","undefined","undefined","undefined","-3.2047085046768187","-3.589131808280945","-3.3224721193313598","0.9722143113613129"
"550","undefined","undefined","undefined","undefined","-3.299261736869812","-3.699099826812744","-3.3358158588409426","0.9394627273082733"
"560","undefined","undefined","undefined","undefined","-3.4076611042022704","-3.7196157693862917","-3.373072934150696","0.9478321552276612"
"570","undefined","undefined","undefined","undefined","-3.2921273946762084","-3.792337656021118","-3.248129367828369","0.9403250634670257"
"580","undefined","undefined","undefined","undefined","-3.4104562520980837","-3.075613784790039","-3.3191478490829467","0.9247180759906769"
"590","undefined","undefined","undefined","undefined","-3.2135668992996216","-3.3981415271759032","-3.3203979253768923","0.85572350025177"
"600","undefined","undefined","undefined","undefined","-3.290178990364075","-3.5336698293685913","-3.282025408744812","0.621694079041481"
"610","undefined","undefined","undefined","undefined","-3.1370924711227417","-3.644611954689026","-3.389015293121338","0.11581349819898605"
"620","undefined","undefined","undefined","undefined","-3.492112898826599","-3.668948841094971","-3.391644072532654","-0.48796777576208117"
"630","undefined","undefined","undefined","undefined","-3.518246817588806","-3.747100305557251","-3.4476478099823","-0.9963449001312256"
"640","undefined","undefined","undefined","undefined","-3.1643378496170045","-3.7706243991851807","-3.3842617750167845","-1.356835627555847"
"650","undefined","undefined","undefined","undefined","-3.3761491060256956","-3.8475884199142456","-3.5089375972747803","-1.5549011945724487"
"660","undefined","undefined","undefined","undefined","-3.4524062395095827","-3.8609296560287474","-3.6137990236282347","-1.6587537288665772"
"670","undefined","undefined","undefined","undefined","-3.40255868434906","-3.8318050861358643","-3.5742125511169434","-1.861062490940094"
"680","undefined","undefined","undefined","undefined","-3.347739410400391","-3.967188262939453","-3.73421790599823","-2.1447165966033936"
"690","undefined","undefined","undefined","undefined","-3.3285576343536376","-3.960986089706421","-3.6095934391021727","-2.178995227813721"
"700","undefined","undefined","undefined","undefined","-3.4241183042526244","-3.9480577230453493","-3.631082534790039","-2.18369836807251"
"710","undefined","undefined","undefined","undefined","-3.3536415100097656","-3.8627174615859987","-3.8066487312316895","-2.4611371755599976"
"720","undefined","undefined","undefined","undefined","-3.3489883661270143","-3.834776496887207","-3.7346521615982056","-2.5787126779556275"
"730","undefined","undefined","undefined","undefined","-3.5535313844680787","-3.8525656938552855","-3.8129199981689452","-2.7951834440231322"
"740","undefined","undefined","undefined","undefined","-3.36291823387146","-3.909989929199219","-3.366081786155701","-2.853309440612793"
"750","undefined","undefined","undefined","undefined","-3.169193720817566","-3.843019390106201","-3.7831200838088987","-2.254890090227127"
"760","undefined","undefined","undefined","undefined","-3.3898744344711305","-3.88300883769989","-3.7499145030975343","-2.803193378448486"
"770","undefined","undefined","undefined","undefined","-3.403273344039917","-3.9881536245346068","-3.719368577003479","-2.6788767099380495"
"780","undefined","undefined","undefined","undefined","-3.4309466600418093","-4.023257851600647","-3.751838517189026","-2.760494041442871"
"790","undefined","undefined","undefined","undefined","-3.3434123277664183","-3.971755290031433","-3.440084934234619","-2.937155342102051"
"800","undefined","undefined","undefined","undefined","-3.4508924007415773","-3.8627562046051027","-3.683134603500366","-2.974682903289795"
"810","undefined","undefined","undefined","undefined","-3.4502789974212646","-3.9121541500091555","-3.7633478164672853","-2.949096202850342"
"820","undefined","undefined","undefined","undefined","-3.5413903474807737","-3.9084216833114622","-3.687668228149414","-3.134974241256714"
"830","undefined","undefined","undefined","undefined","-3.5632431745529174","-3.763179564476013","-3.458775186538696","-3.2097119331359862"
"840","undefined","undefined","undefined","undefined","-3.5557950019836424","-3.8153234481811524","-3.5075850963592528","-3.2671621084213256"
"850","undefined","undefined","undefined","undefined","-3.5219441652297974","-3.9358729839324953","-3.717206835746765","-3.1058315992355348"
"860","undefined","undefined","undefined","undefined","-3.487868094444275","-3.971224308013916","-3.67652633190155","-1.7648472547531129"
"870","undefined","undefined","undefined","undefined","-3.502287220954895","-4.0796489238739015","-3.574284553527832","-2.610110545158386"
"880","undefined","undefined","undefined","undefined","-3.6361664056777956","-4.038030982017517","-3.4983501195907594","-2.6597100496292114"
"890","undefined","undefined","undefined","undefined","-2.8776286840438843","-4.062641429901123","-3.6756752729415894","-2.7996238470077515"
"900","undefined","undefined","undefined","undefined","-3.0231805562973024","-4.132153272628784","-3.6691814661026","-2.9780189752578736"
"910","undefined","undefined","undefined","undefined","-3.2964983224868774","-3.9370764255523683","-3.446549725532532","-3.0295995235443116"
"920","undefined","undefined","undefined","undefined","-3.4154531002044677","-3.9665820360183717","-3.648117256164551","-3.070109987258911"
"930","undefined","undefined","undefined","undefined","-3.4987035989761353","-4.05592200756073","-3.625773310661316","-3.1767446994781494"
"940","undefined","undefined","undefined","undefined","-3.4515639543533325","-4.0278164625167845","-3.4559399843215943","-3.2736677169799804"
"950","undefined","undefined","undefined","undefined","-3.4725982427597044","-4.119699144363404","-3.6005685806274412","-3.22135591506958"
"960","undefined","undefined","undefined","undefined","-3.4144864320755004","-4.095129585266113","-3.620315980911255","-3.370002841949463"
"970","undefined","undefined","undefined","undefined","-3.5060489416122436","-4.138147592544556","-3.70232150554657","-3.172262740135193"
"980","undefined","undefined","undefined","undefined","-3.5381643533706666","-4.152112245559692","-3.6365753412246704","-3.340596866607666"
"990","undefined","undefined","undefined","undefined","-3.643939661979675","-4.018912959098816","-3.7404269695281984","-3.4244195938110353"
"1000","undefined","undefined","undefined","undefined","-3.445473480224609","-4.108159279823303","-3.6248393297195434","-3.343705987930298"
"1010","undefined","undefined","undefined","undefined","-3.5515015602111815","-4.0761974334716795","-3.737744164466858","-3.1020008325576782"
"1020","undefined","undefined","undefined","undefined","-3.3879706859588623","-4.064027786254883","-3.6236467361450195","-3.116114616394043"
"1030","undefined","undefined","undefined","undefined","-3.5597170114517214","-4.141678142547607","-3.6246246576309202","-3.1307334899902344"
"1040","undefined","undefined","undefined","undefined","-3.471388554573059","-4.068909239768982","-3.697493863105774","-3.227399468421936"
"1050","undefined","undefined","undefined","undefined","-3.566305470466614","-4.255313301086426","-3.6667724609375","-3.1152015209197996"
"1060","undefined","undefined","undefined","undefined","-3.5398284435272216","-4.116316080093384","-3.7314988374710083","-3.4129547357559202"
"1070","undefined","undefined","undefined","undefined","-3.420134496688843","-4.0815283298492435","-3.773368072509766","-3.4812923192977907"
"1080","undefined","undefined","undefined","undefined","-3.4940423488616945","-3.9211536169052126","-3.6714144468307497","-3.3547839879989625"
"1090","undefined","undefined","undefined","undefined","-3.6357184410095216","-3.88237669467926","-3.7262346744537354","-3.6496124029159547"
"1100","undefined","undefined","undefined","undefined","-3.697996807098389","-3.9958580493927003","-3.654419732093811","-3.5548606157302856"
"1110","undefined","undefined","undefined","undefined","-3.6777062892913817","-4.07296051979065","-3.7120614528656004","-3.369142484664917"
"1120","undefined","undefined","undefined","undefined","-3.7407445907592773","-3.9670118570327757","-3.764458155632019","-2.855237638950348"
"1130","undefined","undefined","undefined","undefined","-3.754354643821716","-4.124519729614258","-3.7612175226211546","-3.3520330667495726"
"1140","undefined","undefined","undefined","undefined","-3.564939856529236","-4.122570872306824","-3.762773370742798","-3.401466727256775"
"1150","undefined","undefined","undefined","undefined","-2.2986209988594055","-4.185264301300049","-3.724639582633972","-3.412976098060608"
"1160","undefined","undefined","undefined","undefined","-3.1986865282058714","-4.180515766143799","-3.700433588027954","-3.5090048551559447"
"1170","undefined","undefined","undefined","undefined","-3.4153988361358643","-4.141640520095825","-3.7782710313797","-3.624336838722229"
"1180","undefined","undefined","undefined","undefined","-3.4476967334747313","-3.9608689308166505","-3.8011324405670166","-3.6163193702697756"
"1190","undefined","undefined","undefined","undefined","-3.537935495376587","-4.127643394470215","-3.7461448431015016","-3.4930892467498778"
"1200","undefined","undefined","undefined","undefined","-3.538266491889954","-4.13717029094696","-3.6971736907958985","-3.545797848701477"
"1210","undefined","undefined","undefined","undefined","-3.5586718797683714","-4.217322921752929","-3.789020824432373","-3.4427878856658936"
"1220","undefined","undefined","undefined","undefined","-3.6029969215393067","-4.1596602439880375","-3.774258017539978","-3.5633721351623535"
"1230","undefined","undefined","undefined","undefined","-3.657797336578369","-4.22380805015564","-3.7786452293396","-3.317294454574585"
"1240","undefined","undefined","undefined","undefined","-3.6765363931655886","-4.199431896209717","-3.756352424621582","-3.3779540777206423"
"1250","undefined","undefined","undefined","undefined","-3.7218724727630614","-4.214837551116943","-3.762775683403015","-3.5798855066299438"
"1260","undefined","undefined","undefined","undefined","-3.6511722803115845","-4.271533584594726","-3.7995076894760134","-3.38430802822113"
"1270","undefined","undefined","undefined","undefined","-3.613693642616272","-4.28122878074646","-3.7770681858062742","-3.577797198295593"
"1280","undefined","undefined","undefined","undefined","-3.731613516807556","-4.303855085372925","-3.7698365688323974","-3.431371331214905"
"1290","undefined","undefined","undefined","undefined","-3.7373088598251343","-4.282229375839234","-3.8257381677627564","-3.67032310962677"
"1300","undefined","undefined","undefined","undefined","-3.7885491609573365","-4.12598226070404","-3.806900215148926","-3.576736807823181"
"1310","undefined","undefined","undefined","undefined","-3.5904919147491454","-3.8538610696792603","-3.826534390449524","-3.6734626293182373"
"1320","undefined","undefined","undefined","undefined","-3.7242254495620726","-3.968014359474182","-3.7816581964492797","-3.65924551486969"
"1330","undefined","undefined","undefined","undefined","-3.736137938499451","-4.01352596282959","-3.844839358329773","-3.6008627891540526"
"1340","undefined","undefined","undefined","undefined","-3.7621821641921995","-4.102312707901001","-3.7499939680099486","-3.5997535228729247"
"1350","undefined","undefined","undefined","undefined","-3.624657154083252","-4.0938211441040036","-3.8498602628707888","-3.6401499271392823"
"1360","undefined","undefined","undefined","undefined","-3.567561626434326","-4.205577373504639","-3.7694892406463625","-3.42555410861969"
"1370","undefined","undefined","undefined","undefined","-3.747976779937744","-4.19614896774292","-3.859175515174866","-3.3853158473968508"
"1380","undefined","undefined","undefined","undefined","-3.6768070936203","-4.238889741897583","-4.000953245162964","-3.426857280731201"
"1390","undefined","undefined","undefined","undefined","-3.7261404991149902","-4.268309307098389","-3.8026538372039793","-3.526193857192993"
"1400","undefined","undefined","undefined","undefined","-3.6510759592056274","-4.268873786926269","-3.7761391401290894","-3.5389091968536377"
"1410","undefined","undefined","undefined","undefined","-3.638439393043518","-4.312896871566773","-3.940728497505188","-3.659250831604004"
"1420","undefined","undefined","undefined","undefined","-3.638757038116455","-4.270541477203369","-3.841573476791382","-3.731610155105591"
"1430","undefined","undefined","undefined","undefined","-3.6416240692138673","-4.206694173812866","-3.4248600244522094","-3.692915344238281"
"1440","undefined","undefined","undefined","undefined","-3.700405311584473","-4.2288366794586185","-3.795180892944336","-3.7469457149505616"
"1450","undefined","undefined","undefined","undefined","-3.7063484668731688","-4.228453040122986","-3.765109324455261","-3.423279571533203"
"1460","undefined","undefined","undefined","undefined","-3.748534154891968","-4.280873847007752","-3.8094964265823363","-3.360727095603943"
"1470","undefined","undefined","undefined","undefined","-3.655523347854614","-4.231573057174683","-3.8534737110137938","-3.626709485054016"
"1480","undefined","undefined","undefined","undefined","-3.6625075340270996","-4.267453575134278","-3.8314908266067507","-3.5162578344345095"
"1490","undefined","undefined","undefined","undefined","-3.710005760192871","-4.1588070631027225","-3.7675040006637572","-3.749982142448425"
"1500","undefined","undefined","undefined","undefined","-3.7327110528945924","-4.233303070068359","-3.828902840614319","-3.751851511001587"
"1510","undefined","undefined","undefined","undefined","-3.841203808784485","-4.14756145477295","-3.651159334182739","-3.7350590467453"
"1520","undefined","undefined","undefined","undefined","-3.7608263731002807","-4.276634550094604","-3.8756766319274902","-3.738130044937134"
"1530","undefined","undefined","undefined","undefined","-3.6836540699005127","-4.206927418708801","-3.8570194244384766","-3.7922879457473755"
"1540","undefined","undefined","undefined","undefined","-3.684083867073059","-4.240714502334595","-3.8466658115386965","-3.6918230772018434"
"1550","undefined","undefined","undefined","undefined","-3.781667685508728","-4.165432715415955","-3.848914885520935","-3.6975714921951295"
"1560","undefined","undefined","undefined","undefined","-3.6839883089065553","-3.828769087791443","-3.775213599205017","-3.8012240648269655"
"1570","undefined","undefined","undefined","undefined","-3.872203731536865","-4.115982961654663","-3.9118334293365478","-3.635781979560852"
"1580","undefined","undefined","undefined","undefined","-3.7311578512191774","-4.174547386169434","-3.8891445636749267","-3.575904035568237"
"1590","undefined","undefined","undefined","undefined","-3.674058961868286","-4.255507755279541","-3.8673144578933716","-3.534292984008789"
"1600","undefined","undefined","undefined","undefined","-3.785406970977783","-4.227761840820312","-3.8409971237182616","-3.309282898902893"
"1610","undefined","undefined","undefined","undefined","-3.777218222618103","-4.227548313140869","-3.862651252746582","-3.745703125"
"1620","undefined","undefined","undefined","undefined","-3.8037836074829103","-4.238237047195435","-3.909743237495422","-3.686157965660095"
"1630","undefined","undefined","undefined","undefined","-3.7296411752700807","-4.193766403198242","-3.8312768220901487","-3.8347471952438354"
"1640","undefined","undefined","undefined","undefined","-3.7948870420455934","-4.331137561798096","-3.8991528272628786","-3.9130894422531126"
"1650","undefined","undefined","undefined","undefined","-3.812102198600769","-4.229657125473023","-3.909214639663696","-3.9106351137161255"
"1660","undefined","undefined","undefined","undefined","-3.7614379644393923","-4.2293143510818485","-3.9193796634674074","-3.7519734144210815"
"1670","undefined","undefined","undefined","undefined","-3.7757128477096558","-4.220052289962768","-3.8545397758483886","-3.0735013484954834"
"1680","undefined","undefined","undefined","undefined","-3.7524628400802613","-4.3564465045928955","-3.8548735618591308","-3.668738055229187"
"1690","undefined","undefined","undefined","undefined","-3.870418572425842","-4.386785507202148","-3.952830410003662","-3.8015567302703857"
"1700","undefined","undefined","undefined","undefined","-3.8868057489395142","-4.400590705871582","-3.887074017524719","-3.672236680984497"
"1710","undefined","undefined","undefined","undefined","-3.8253191232681276","-4.2549238204956055","-3.9243430852890016","-3.8134939193725588"
"1720","undefined","undefined","undefined","undefined","-3.7654531478881834","-4.1413463115692135","-3.841126298904419","-3.5453142642974855"
"1730","undefined","undefined","undefined","undefined","-3.959987497329712","-4.244216203689575","-3.9537888050079344","-3.497259998321533"
"1740","undefined","undefined","undefined","undefined","-3.940821099281311","-4.234735441207886","-3.884594225883484","-3.7243924379348754"
"1750","undefined","undefined","undefined","undefined","-3.829728436470032","-4.288627481460571","-3.9337505102157593","-3.70582799911499"
"1760","undefined","undefined","undefined","undefined","-3.6215301513671876","-4.331894111633301","-3.8669448614120485","-3.726945400238037"
"1770","undefined","undefined","undefined","undefined","-3.636811065673828","-4.360743856430053","-3.8994226455688477","-3.7144516944885253"
"1780","undefined","undefined","undefined","undefined","-3.7885255098342894","-4.341814994812012","-3.9688066482543944","-3.83465256690979"
"1790","undefined","undefined","undefined","undefined","-3.837867498397827","-4.337160348892212","-3.9239298582077025","-3.896974062919617"
"1800","undefined","undefined","undefined","undefined","-3.872897672653198","-4.331056356430054","-3.8701947689056397","-3.9292608737945556"
"1810","undefined","undefined","undefined","undefined","-3.815150189399719","-4.358733224868774","-3.939942955970764","-3.9280709266662597"
"1820","undefined","undefined","undefined","undefined","-3.7494533538818358","-4.316399097442627","-3.953369688987732","-3.6693194627761843"
"1830","undefined","undefined","undefined","undefined","-3.846948432922363","-4.283621311187744","-3.9343734264373778","-3.4221904993057253"
"1840","undefined","undefined","undefined","undefined","-3.7961311101913453","-4.2419373989105225","-3.889335060119629","-3.219476509094238"
"1850","undefined","undefined","undefined","undefined","-3.927233672142029","-4.3018288850784305","-3.9570744037628174","-3.5460211515426634"
"1860","undefined","undefined","undefined","undefined","-3.797986626625061","-4.343940877914429","-3.9730156898498534","-3.6765644788742065"
"1870","undefined","undefined","undefined","undefined","-3.8522459506988525","-4.435570621490479","-3.906973624229431","-3.749621605873108"
"1880","undefined","undefined","undefined","undefined","-3.885015296936035","-4.331647157669067","-3.8802545070648193","-3.82118079662323"
"1890","undefined","undefined","undefined","undefined","-3.8964362382888793","-4.405919694900513","-4.0227423191070555","-3.889611577987671"
"1900","undefined","undefined","undefined","undefined","-3.7203623056411743","-4.38738169670105","-4.004263091087341","-3.8740663290023805"
"1910","undefined","undefined","undefined","undefined","-3.8938152551651","-4.303197383880615","-4.058315920829773","-3.9022648334503174"
"1920","undefined","undefined","undefined","undefined","-3.9406776428222656","-4.325831890106201","-4.060626792907715","-3.7597233772277834"
"1930","undefined","undefined","undefined","undefined","-3.7996418714523315","-4.206876540184021","-3.9690816402435303","-3.6225757598876953"
"1940","undefined","undefined","undefined","undefined","-3.7001795053482054","-4.05828447341919","-4.021286058425903","-3.607380771636963"
"1950","undefined","undefined","undefined","undefined","-3.9030590534210203","-4.222456693649292","-4.054890060424805","-3.833541440963745"
"1960","undefined","undefined","undefined","undefined","-3.7602022886276245","-4.263666820526123","-4.013932466506958","-3.8358810424804686"
"1970","undefined","undefined","undefined","undefined","-3.9206475496292112","-4.263449573516846","-4.0996602296829225","-3.7737147569656373"
"1980","undefined","undefined","undefined","undefined","-3.961219072341919","-4.30099630355835","-4.046350216865539","-3.805541491508484"
"1990","undefined","undefined","undefined","undefined","-3.8861833095550535","-4.3141883373260494","-3.8800949096679687","-3.8953502893447878"
"2000","undefined","undefined","undefined","undefined","-3.7917673587799072","-4.372369241714478","-4.123586273193359","-3.9849292516708372"
"2010","undefined","undefined","undefined","undefined","-3.9519623517990112","-4.330205678939819","-3.9339842557907105","-3.8509140968322755"
"2020","undefined","undefined","undefined","undefined","-3.903860354423523","-4.384216833114624","-4.144461059570313","-3.8690676927566527"
"2030","undefined","undefined","undefined","undefined","-3.6690969944000242","-4.375431823730469","-3.8009358644485474","-3.7795273780822756"
"2040","undefined","undefined","undefined","undefined","-3.8460798263549805","-4.26091775894165","-3.9190006256103516","-3.5202746391296387"
"2050","undefined","undefined","undefined","undefined","-3.8896863222122193","-4.316991567611694","-3.9218712568283083","-3.4942631006240843"
"2060","undefined","undefined","undefined","undefined","-3.8630918979644777","-4.406344985961914","-3.8677123308181764","-3.7967124700546266"
"2070","undefined","undefined","undefined","undefined","-3.86465470790863","-4.385320091247559","-3.873944401741028","-3.846444606781006"
"2080","undefined","undefined","undefined","undefined","-3.783582162857056","-4.390726757049561","-3.8730974435806274","-3.8907108068466187"
"2090","undefined","undefined","undefined","undefined","-3.7997575759887696","-4.2806398391723635","-3.9097254991531374","-3.8679802894592283"
"2100","undefined","undefined","undefined","undefined","-3.9710467576980593","-4.231596517562866","-3.737835717201233","-3.558314871788025"
"2110","undefined","undefined","undefined","undefined","-3.807905173301697","-4.365330743789673","-3.8119446516036986","-3.599992799758911"
"2120","undefined","undefined","undefined","undefined","-3.9066814184188843","-4.3544668674469","-3.872845721244812","-3.2624173879623415"
"2130","undefined","undefined","undefined","undefined","-3.8715009689331055","-4.366236448287964","-3.6712577104568482","-3.7022914409637453"
"2140","undefined","undefined","undefined","undefined","-3.9973657369613647","-4.261771774291992","-3.7019137382507323","-3.630414295196533"
"2150","undefined","undefined","undefined","undefined","-3.797523331642151","-4.291478300094605","-3.6799039363861086","-3.7183475494384766"
"2160","undefined","undefined","undefined","undefined","-3.957596707344055","-4.35027117729187","-3.8161550521850587","-3.8534849166870115"
"2170","undefined","undefined","undefined","undefined","-3.8850691080093385","-4.220668172836303","-3.831497240066528","-3.81280722618103"
"2180","undefined","undefined","undefined","undefined","-3.872542452812195","-4.384692859649658","-3.9055580139160155","-3.8078602075576784"
"2190","undefined","undefined","undefined","undefined","-3.9121516704559327","-4.373069095611572","-3.7931509494781492","-3.8164786815643312"
"2200","undefined","undefined","undefined","undefined","-3.9862224817276","-4.3866781234741214","-3.8647186040878294","-3.87034273147583"
"2210","undefined","undefined","undefined","undefined","-3.885894012451172","-4.384390449523925","-3.8177905321121215","-3.821281170845032"
"2220","undefined","undefined","undefined","undefined","-3.763482618331909","-4.405939340591431","-3.879057455062866","-3.7846669435501097"
"2230","undefined","undefined","undefined","undefined","-3.9952948808670046","-4.3540843486785885","-3.8059924602508546","-3.8213574409484865"
"2240","undefined","undefined","undefined","undefined","-3.865929651260376","-4.419233751296997","-3.9167763948440553","-4.0027566194534305"
"2250","undefined","undefined","undefined","undefined","-3.969838857650757","-4.32881498336792","-3.872276544570923","-3.8046382188797"
"2260","undefined","undefined","undefined","undefined","-3.9828237771987913","-4.333807945251465","-3.909554862976074","-3.8847732067108156"
"2270","undefined","undefined","undefined","undefined","-3.915530467033386","-4.149126768112183","-3.867198657989502","-3.8104109287261965"
"2280","undefined","undefined","undefined","undefined","-3.7828245520591737","-4.356223154067993","-3.8459125995635985","-3.5553759813308714"
"2290","undefined","undefined","undefined","undefined","-3.976151776313782","-4.363810348510742","-3.907314109802246","-3.9150643587112426"
